V1,annot,order,cluster,cluster_annot
AOJE01000051.1_13,,1132,--- Cluster 246,""
FNFE01000011.1_16,"",1134,--- Cluster 247,""
JAJCVI010000002.1_554,"",1136,--- Cluster 248,""
AOJE01000025.1_22,"",1138,--- Cluster 249,""
CP095494.1_24,,1140,--- Cluster 250,""
CP095494.1_26,,1141,--- Cluster 250,""
FNFE01000011.1_51,,1143,--- Cluster 251,""
JAJCVI010000007.1_44,,1145,--- Cluster 252,""
CP119801.1_18,,1147,--- Cluster 253,""
FNFE01000011.1_48,,1148,--- Cluster 253,""
CP101158.1_99,,1150,--- Cluster 254,""
AOIP01000022.1_16,"",1152,--- Cluster 255,""
JDTG01000019.1_74,"",1153,--- Cluster 255,""
CP084476.1_82,"",1154,--- Cluster 255,""
LWLN01000003.1_6,,1155,--- Cluster 255,""
SJER01000008.1_120,,1156,--- Cluster 255,""
AOIP01000022.1_50,,1158,--- Cluster 256,""
AOJE01000025.1_52,,1160,--- Cluster 257,""
CP099999.1_51,,1162,--- Cluster 258,""
CP101158.1_57,"",1163,--- Cluster 258,""
RJJW01000001.1_36,"",1165,--- Cluster 259,""
WSZK01000033.1_31,"",1166,--- Cluster 259,""
BBJN01000020.1_37,"",1167,--- Cluster 259,""
FOXI01000018.1_49,"",1168,--- Cluster 259,""
JAANTI010000009.1_6,"",1169,--- Cluster 259,""
CP100004.1_8,"",1170,--- Cluster 259,""
Gairdner_NODE_107_length_49922_cov_74.384603_19,"",1171,--- Cluster 259,""
FNFE01000011.1_8,,1173,--- Cluster 260,""
LOAJ01000002.1_37,,1175,--- Cluster 261,""
KX687704.1_35,,1177,--- Cluster 262,""
AOIR01000042.1_24,,1179,--- Cluster 263,""
Gairdner_NODE_107_length_49922_cov_74.384603_6,,1181,--- Cluster 264,""
Gairdner_NODE_167_length_41210_cov_9.888325_36,"",1183,--- Cluster 265,""
AOJE01000025.1_12,,1185,--- Cluster 266,""
AOLZ01000012.1_18,"",1187,--- Cluster 267,""
CP019286.1_51,"",1188,--- Cluster 267,""
BBJN01000020.1_59,,1190,--- Cluster 268,""
AOJE01000051.1_42,"",1192,--- Cluster 269,""
CP095494.1_59,,1194,--- Cluster 270,""
NC_013748.1_40,,1195,--- Cluster 270,""
CP119801.1_46,"",1197,--- Cluster 271,""
FNFE01000011.1_18,"",1198,--- Cluster 271,""
CP084476.1_79,"",1199,--- Cluster 271,""
QKNW01000002.1_49,"",1201,--- Cluster 272,""
RJJW01000001.1_13,,1203,--- Cluster 273,""
AOIP01000022.1_48,,1205,--- Cluster 274,""
Gairdner_NODE_167_length_41210_cov_9.888325_42,,1207,--- Cluster 275,""
Gairdner_NODE_107_length_49922_cov_74.384603_9,"",1209,--- Cluster 276,""
AOIP01000022.1_17,"",1210,--- Cluster 276,""
WSZK01000033.1_40,"",1211,--- Cluster 276,""
BBJN01000020.1_27,"",1212,--- Cluster 276,""
CP084476.1_85,,1213,--- Cluster 276,""
WSZK01000033.1_39,"",1214,--- Cluster 276,""
NC_013748.1_2,,1215,--- Cluster 276,""
LWLN01000003.1_2,,1216,--- Cluster 276,""
SRIF01000015.1_82,"",1217,--- Cluster 276,""
CP119801.1_55,,1218,--- Cluster 276,""
LWLN01000003.1_3,,1219,--- Cluster 276,""
CP101158.1_69,"",1220,--- Cluster 276,""
AOIO01000049.1_83,,1221,--- Cluster 276,""
Gairdner_NODE_107_length_49922_cov_74.384603_10,"",1222,--- Cluster 276,""
JAJCVI010000002.1_550,,1223,--- Cluster 276,""
CP095494.1_28,"",1224,--- Cluster 276,""
QKNW01000002.1_44,"",1225,--- Cluster 276,""
SJER01000008.1_122,"",1226,--- Cluster 276,""
BBJN01000020.1_29,"",1227,--- Cluster 276,""
JDTG01000019.1_71,"",1228,--- Cluster 276,""
QKNW01000002.1_43,"",1229,--- Cluster 276,""
BBJN01000020.1_30,"",1230,--- Cluster 276,""
JAJCVI010000002.1_549,,1231,--- Cluster 276,""
JAJCVI010000002.1_548,,1232,--- Cluster 276,""
SJER01000008.1_123,"",1233,--- Cluster 276,""
SJER01000008.1_124,"",1234,--- Cluster 276,""
CP119801.1_14,,1236,--- Cluster 277,""
JAAOHU010000009.1_18,"",1238,--- Cluster 278,""
JAJCVI010000002.1_578,,1240,--- Cluster 279,""
QKNW01000002.1_14,"",1242,--- Cluster 280,""
CP095494.1_25,,1244,--- Cluster 281,""
FNFE01000011.1_6,,1246,--- Cluster 282,""
RJJW01000001.1_60,"",1248,--- Cluster 283,""
CP031299.1_42,"",1249,--- Cluster 283,""
JDTG01000019.1_115,,1250,--- Cluster 283,""
AOJE01000051.1_23,ORF23.faa,1252,--- Cluster 284,ORF23.faa
CP099999.1_54,,1254,--- Cluster 285,""
CP095494.1_21,,1256,--- Cluster 286,""
AOIR01000042.1_27,,1258,--- Cluster 287,""
CP099999.1_22,"",1260,--- Cluster 288,""
JAAOHU010000009.1_21,"",1262,--- Cluster 289,""
JAJCVI010000002.1_545,,1264,--- Cluster 290,""
AOJE01000025.1_24,"",1266,--- Cluster 291,""
AOLZ01000012.1_7,,1268,--- Cluster 292,""
CP019286.1_63,,1269,--- Cluster 292,""
KX906370.1_81,,1271,--- Cluster 293,""
LOAJ01000002.1_67,"",1272,--- Cluster 293,""
SJER01000008.1_113,,1274,--- Cluster 294,""
AOIR01000042.1_40,"",1276,--- Cluster 295,""
AOJE01000025.1_14,,1278,--- Cluster 296,""
CP100004.1_26,"",1280,--- Cluster 297,""
AOLZ01000012.1_6,,1282,--- Cluster 298,""
CP019286.1_64,,1283,--- Cluster 298,""
Gairdner_NODE_167_length_41210_cov_9.888325_33,"",1285,--- Cluster 299,""
Gairdner_NODE_107_length_49922_cov_74.384603_1,,1287,--- Cluster 300,""
AOIO01000049.1_77,,1289,--- Cluster 301,""
AOLZ01000012.1_12,,1290,--- Cluster 301,""
CP019286.1_58,,1291,--- Cluster 301,""
CP084476.1_88,,1292,--- Cluster 301,""
FNFE01000011.1_7,,1293,--- Cluster 301,""
AOIP01000022.1_12,,1294,--- Cluster 301,""
AOIO01000049.1_102,"",1296,--- Cluster 302,""
CP095494.1_56,"",1298,--- Cluster 303,""
CP101158.1_62,"",1300,--- Cluster 304,""
FOXI01000018.1_27,,1302,--- Cluster 305,""
JAANTI010000009.1_26,,1303,--- Cluster 305,""
CP084476.1_83,,1305,--- Cluster 306,""
CP095494.1_30,"",1306,--- Cluster 306,""
CP119801.1_53,,1307,--- Cluster 306,""
JDTG01000019.1_73,"",1308,--- Cluster 306,""
LWLN01000003.1_5,,1309,--- Cluster 306,""
CP019329.1_85,"",1310,--- Cluster 306,""
FOXI01000018.1_31,,1312,--- Cluster 307,""
JAANTI010000009.1_23,,1313,--- Cluster 307,""
BBJN01000020.1_47,"",1315,--- Cluster 308,""
CP019329.1_71,"",1317,--- Cluster 309,""
CP084476.1_65,"",1318,--- Cluster 309,""
CP119801.1_41,"",1319,--- Cluster 309,""
CP095494.1_38,"",1320,--- Cluster 309,""
CP099999.1_37,"",1321,--- Cluster 309,""
FNFE01000011.1_25,"",1322,--- Cluster 309,""
AOIP01000022.1_6,,1324,--- Cluster 310,""
CP084476.1_90,,1325,--- Cluster 310,""
CP119801.1_58,,1326,--- Cluster 310,""
AOIR01000042.1_65,,1328,--- Cluster 311,""
JAJCVI010000002.1_584,,1330,--- Cluster 312,""
QKNW01000002.1_11,,1332,--- Cluster 313,""
CP095494.1_65,,1334,--- Cluster 314,""
JAAOHU010000009.1_37,"",1336,--- Cluster 315,""
KX687704.1_38,,1338,--- Cluster 316,""
FOXI01000018.1_51,"",1340,--- Cluster 317,""
SRIF01000015.1_72,"",1341,--- Cluster 317,""
Gairdner_NODE_107_length_49922_cov_74.384603_17,"",1342,--- Cluster 317,""
JAANTI010000009.1_4,"",1343,--- Cluster 317,""
AOIO01000049.1_93,"",1345,--- Cluster 318,""
Eyresouth_NODE_101_length_48437_cov_7.17035_2,,1347,--- Cluster 319,""
LOAJ01000002.1_75,"",1349,--- Cluster 320,""
AOIP01000022.1_41,,1351,--- Cluster 321,""
CP095494.1_62,,1352,--- Cluster 321,""
CP019329.1_91,"",1354,--- Cluster 322,""
LOAJ01000002.1_63,"",1356,--- Cluster 323,""
CP031299.1_43,"",1358,--- Cluster 324,""
CP084476.1_92,,1360,--- Cluster 325,""
JAJCVI010000002.1_555,"",1362,--- Cluster 326,""
QKNW01000002.1_12,,1364,--- Cluster 327,""
CP019286.1_57,,1366,--- Cluster 328,""
CP084476.1_41,,1368,--- Cluster 329,""
CP019329.1_52,,1370,--- Cluster 330,""
AOLZ01000012.1_39,"",1371,--- Cluster 330,""
CP019286.1_30,"",1372,--- Cluster 330,""
CP084476.1_47,,1373,--- Cluster 330,""
LWLN01000003.1_34,"",1374,--- Cluster 330,""
FOXI01000018.1_30,,1376,--- Cluster 331,""
JAANTI010000009.1_24,,1377,--- Cluster 331,""
JAJCVI010000002.1_577,,1378,--- Cluster 331,""
CP101161.1_3074,,1379,--- Cluster 331,""
NC_015659.1_71,,1381,--- Cluster 332,""
AOIO01000049.1_114,"",1383,--- Cluster 333,""
JAJCVI010000002.1_542,,1385,--- Cluster 334,""
SRIF01000015.1_45,,1387,--- Cluster 335,""
AOJE01000025.1_44,"",1389,--- Cluster 336,""
JAAOHU010000009.1_5,"",1391,--- Cluster 337,""
CP099999.1_45,"",1392,--- Cluster 337,""
JAAOHU010000009.1_35,"",1394,--- Cluster 338,""
JAAOHU010000009.1_45,"",1396,--- Cluster 339,""
CP100004.1_32,"",1398,--- Cluster 340,""
LOAJ01000002.1_33,,1400,--- Cluster 341,""
CP101158.1_66,"",1402,--- Cluster 342,""
FNFE01000011.1_46,,1404,--- Cluster 343,""
QKNW01000002.1_13,"",1406,--- Cluster 344,""
FOXI01000018.1_26,,1408,--- Cluster 345,""
JAANTI010000009.1_27,,1409,--- Cluster 345,""
AOIP01000022.1_14,,1411,--- Cluster 346,""
AOJE01000025.1_18,,1413,--- Cluster 347,""
AOJE01000025.1_19,,1415,--- Cluster 348,""
CP031299.1_8,"",1417,--- Cluster 349,""
AOJE01000025.1_50,,1419,--- Cluster 350,""
AOIP01000022.1_49,,1421,--- Cluster 351,""
FOXI01000018.1_36,"",1423,--- Cluster 352,""
WSZK01000033.1_42,,1425,--- Cluster 353,""
KX906370.1_120,,1427,--- Cluster 354,""
AOIO01000049.1_98,"",1429,--- Cluster 355,""
AOIP01000022.1_27,"",1430,--- Cluster 355,""
NC_015659.1_93,"",1431,--- Cluster 355,""
CP084476.1_61,"",1432,--- Cluster 355,""
NC_013748.1_20,"",1433,--- Cluster 355,""
CP031299.1_19,"",1434,--- Cluster 355,""
JDTG01000019.1_92,"",1435,--- Cluster 355,""
AOIR01000042.1_48,"",1436,--- Cluster 355,""
Gairdner_NODE_167_length_41210_cov_9.888325_27,"",1437,--- Cluster 355,""
JAJCVI010000002.1_562,"",1438,--- Cluster 355,""
AOJE01000025.1_33,"",1439,--- Cluster 355,""
Eyre_NODE_236_length_33155_cov_19.932_35,"",1440,--- Cluster 355,""
Eyresouth_NODE_101_length_48437_cov_7.17035_19,"",1441,--- Cluster 355,""
Frome_NODE_383_length_24936_cov_4.316346_11,"",1442,--- Cluster 355,""
AOJE01000025.1_15,,1444,--- Cluster 356,""
CP101161.1_3075,,1446,--- Cluster 357,""
FNFE01000011.1_47,,1448,--- Cluster 358,""
KX906370.1_115,,1450,--- Cluster 359,""
RJJW01000001.1_55,"",1451,--- Cluster 359,""
AOJE01000051.1_9,,1452,--- Cluster 359,""
QKNW01000002.1_16,"",1453,--- Cluster 359,""
AOIP01000022.1_39,"",1455,--- Cluster 360,""
NC_015659.1_79,,1456,--- Cluster 360,""
JAJCVI010000007.1_39,,1458,--- Cluster 361,""
JAANTI010000009.1_30,,1460,--- Cluster 362,""
BBJN01000020.1_54,,1462,--- Cluster 363,""
CP084476.1_43,,1464,--- Cluster 364,""
JAJCVI010000007.1_21,"",1466,--- Cluster 365,""
JAAOHU010000009.1_63,"",1467,--- Cluster 365,""
SJER01000008.1_135,"",1468,--- Cluster 365,""
SRIF01000015.1_69,"",1469,--- Cluster 365,""
CP095494.1_41,"",1470,--- Cluster 365,""
CP119801.1_38,"",1471,--- Cluster 365,""
CP099999.1_35,"",1472,--- Cluster 365,""
FNFE01000011.1_29,"",1473,--- Cluster 365,""
JAJCVI010000007.1_35,,1475,--- Cluster 366,""
JAJCVI010000007.1_33,"",1476,--- Cluster 366,""
AOLZ01000012.1_49,,1478,--- Cluster 367,""
CP019286.1_20,,1479,--- Cluster 367,""
CP101158.1_79,"",1481,--- Cluster 368,""
LWLN01000003.1_18,"",1482,--- Cluster 368,""
NC_013748.1_16,"",1483,--- Cluster 368,""
NC_015659.1_95,"",1484,--- Cluster 368,""
CP031299.1_16,"",1485,--- Cluster 368,""
JDTG01000019.1_89,"",1486,--- Cluster 368,""
CP101158.1_59,"",1488,--- Cluster 369,""
CP099999.1_50,,1489,--- Cluster 369,""
JAAOHU010000009.1_53,"",1491,--- Cluster 370,""
LOAJ01000002.1_41,"",1493,--- Cluster 371,""
LOAJ01000002.1_34,,1495,--- Cluster 372,""
KX906370.1_74,,1497,--- Cluster 373,""
LOAJ01000002.1_72,"",1498,--- Cluster 373,""
LOAJ01000002.1_43,"",1500,--- Cluster 374,""
SRIF01000015.1_83,"",1502,--- Cluster 375,""
CP031299.1_33,"",1504,--- Cluster 376,""
JDTG01000019.1_106,,1505,--- Cluster 376,""
LWLN01000003.1_35,"",1506,--- Cluster 376,""
RJJW01000001.1_22,,1508,--- Cluster 377,""
WSZK01000033.1_10,,1510,--- Cluster 378,""
JAAOHU010000009.1_30,"",1511,--- Cluster 378,""
CP031299.1_39,"",1513,--- Cluster 379,""
JDTG01000019.1_112,,1514,--- Cluster 379,""
RJJW01000001.1_56,"",1516,--- Cluster 380,""
SRIF01000015.1_91,,1518,--- Cluster 381,""
CP099999.1_47,,1520,--- Cluster 382,""
CP101161.1_3050,"",1522,--- Cluster 383,""
JAAOHU010000009.1_23,"",1524,--- Cluster 384,""
JAAOHU010000009.1_27,"",1526,--- Cluster 385,""
JAJCVI010000002.1_551,,1528,--- Cluster 386,""
JAJCVI010000002.1_553,"",1530,--- Cluster 387,""
SJER01000008.1_155,,1532,--- Cluster 388,""
CP101161.1_3047,"",1534,--- Cluster 389,""
CP101161.1_3076,,1536,--- Cluster 390,""
Eyre_NODE_236_length_33155_cov_19.932_15,,1538,--- Cluster 391,""
LOAJ01000002.1_42,"",1540,--- Cluster 392,""
JAAOHU010000009.1_50,"",1541,--- Cluster 392,""
SRIF01000015.1_44,,1543,--- Cluster 393,""
JAAOHU010000009.1_17,"",1545,--- Cluster 394,""
SJER01000008.1_151,,1547,--- Cluster 395,""
SRIF01000015.1_43,,1549,--- Cluster 396,""
AOJE01000025.1_21,,1551,--- Cluster 397,""
AOJE01000025.1_42,"",1553,--- Cluster 398,""
CP019329.1_83,"",1555,--- Cluster 399,""
Gairdner_NODE_107_length_49922_cov_74.384603_33,"",1557,--- Cluster 400,""
FNFE01000011.1_52,,1559,--- Cluster 401,""
Gairdner_NODE_167_length_41210_cov_9.888325_38,,1561,--- Cluster 402,""
JAAOHU010000009.1_49,"",1563,--- Cluster 403,""
KX687704.1_27,"",1565,--- Cluster 404,""
SRIF01000015.1_46,,1567,--- Cluster 405,""
BBJN01000020.1_22,,1569,--- Cluster 406,""
CP031299.1_38,"",1571,--- Cluster 407,""
JDTG01000019.1_111,,1572,--- Cluster 407,""
CP101161.1_3083,,1574,--- Cluster 408,""
Eyre_NODE_236_length_33155_cov_19.932_17,,1576,--- Cluster 409,""
JAJCVI010000007.1_31,"",1578,--- Cluster 410,""
LWLN01000003.1_40,"",1580,--- Cluster 411,""
NC_013748.1_34,,1581,--- Cluster 411,""
FNFE01000011.1_45,,1583,--- Cluster 412,""
Gairdner_NODE_167_length_41210_cov_9.888325_34,"",1585,--- Cluster 413,""
Gairdner_NODE_167_length_41210_cov_9.888325_35,"",1587,--- Cluster 414,""
Gairdner_NODE_167_length_41210_cov_9.888325_47,,1589,--- Cluster 415,""
Gairdner_NODE_107_length_49922_cov_74.384603_32,"",1590,--- Cluster 415,""
LWLN01000003.1_11,"",1592,--- Cluster 416,""
AOIO01000049.1_87,"",1593,--- Cluster 416,""
CP084476.1_80,"",1594,--- Cluster 416,""
CP101158.1_72,"",1595,--- Cluster 416,""
JDTG01000019.1_68,"",1596,--- Cluster 416,""
AOIP01000022.1_19,"",1597,--- Cluster 416,""
CP119801.1_47,"",1598,--- Cluster 416,""
AOLZ01000012.1_9,,1600,--- Cluster 417,""
CP019286.1_61,,1601,--- Cluster 417,""
Gairdner_NODE_107_length_49922_cov_74.384603_38,,1603,--- Cluster 418,""
JAAOHU010000009.1_47,"",1605,--- Cluster 419,""
Gairdner_NODE_107_length_49922_cov_74.384603_36,,1607,--- Cluster 420,""
NC_015659.1_81,"",1609,--- Cluster 421,""
CP084476.1_44,,1610,--- Cluster 421,""
FNFE01000011.1_40,"",1611,--- Cluster 421,""
CP099999.1_25,"",1612,--- Cluster 421,""
NC_013748.1_33,"",1613,--- Cluster 421,""
AOLZ01000012.1_41,,1614,--- Cluster 421,""
CP019286.1_28,,1615,--- Cluster 421,""
LWLN01000003.1_39,"",1616,--- Cluster 421,""
JAJCVI010000002.1_572,"",1617,--- Cluster 421,""
CP100004.1_34,"",1619,--- Cluster 422,""
Eyresouth_NODE_101_length_48437_cov_7.17035_5,"",1620,--- Cluster 422,""
Eyre_NODE_236_length_33155_cov_19.932_22,"",1621,--- Cluster 422,""
FOXI01000018.1_24,,1623,--- Cluster 423,""
JAANTI010000009.1_29,,1624,--- Cluster 423,""
JAAOHU010000009.1_41,"",1626,--- Cluster 424,""
KX687704.1_15,"",1628,--- Cluster 425,""
KX906370.1_96,"",1629,--- Cluster 425,""
LOAJ01000002.1_54,"",1630,--- Cluster 425,""
AOJE01000051.1_34,"",1631,--- Cluster 425,""
CP101158.1_82,"",1632,--- Cluster 425,""
AOIR01000042.1_60,"",1634,--- Cluster 426,""
JAJCVI010000007.1_1,,1636,--- Cluster 427,""
Gairdner_NODE_167_length_41210_cov_9.888325_40,,1638,--- Cluster 428,""
SJER01000008.1_158,,1639,--- Cluster 428,""
JAAOHU010000009.1_13,"",1641,--- Cluster 429,""
FNFE01000011.1_13,,1642,--- Cluster 429,""
Eyresouth_NODE_101_length_48437_cov_7.17035_36,,1643,--- Cluster 429,""
AOIP01000022.1_11,,1644,--- Cluster 429,""
KX687704.1_32,,1646,--- Cluster 430,""
KX906370.1_113,,1647,--- Cluster 430,""
AOJE01000051.1_10,,1648,--- Cluster 430,""
NC_013748.1_39,,1650,--- Cluster 431,""
NC_015659.1_73,,1652,--- Cluster 432,""
QKNW01000002.1_29,"",1654,--- Cluster 433,""
BBJN01000020.1_19,,1656,--- Cluster 434,""
Eyre_NODE_236_length_33155_cov_19.932_13,,1658,--- Cluster 435,""
Eyresouth_NODE_101_length_48437_cov_7.17035_42,,1659,--- Cluster 435,""
Eyre_NODE_236_length_33155_cov_19.932_20,,1661,--- Cluster 436,""
Eyresouth_NODE_101_length_48437_cov_7.17035_33,,1662,--- Cluster 436,""
Gairdner_NODE_167_length_41210_cov_9.888325_10,,1664,--- Cluster 437,""
KX687704.1_17,"",1666,--- Cluster 438,""
SRIF01000015.1_70,"",1668,--- Cluster 439,""
CP119801.1_39,"",1669,--- Cluster 439,""
AOLZ01000012.1_24,"",1670,--- Cluster 439,""
CP019286.1_45,"",1671,--- Cluster 439,""
CP019329.1_69,"",1672,--- Cluster 439,""
SJER01000008.1_134,"",1673,--- Cluster 439,""
JAAOHU010000009.1_64,"",1674,--- Cluster 439,""
JAJCVI010000007.1_20,"",1675,--- Cluster 439,""
CP099999.1_56,,1677,--- Cluster 440,""
CP100004.1_29,"",1679,--- Cluster 441,""
Eyre_NODE_236_length_33155_cov_19.932_18,,1681,--- Cluster 442,""
Eyresouth_NODE_101_length_48437_cov_7.17035_38,,1682,--- Cluster 442,""
Eyresouth_NODE_101_length_48437_cov_7.17035_35,,1684,--- Cluster 443,""
JAJCVI010000002.1_576,,1686,--- Cluster 444,""
LOAJ01000002.1_74,"",1688,--- Cluster 445,""
QKNW01000002.1_25,"",1690,--- Cluster 446,""
WSZK01000033.1_26,"",1691,--- Cluster 446,""
Eyre_NODE_236_length_33155_cov_19.932_31,"",1692,--- Cluster 446,""
Eyresouth_NODE_101_length_48437_cov_7.17035_23,"",1693,--- Cluster 446,""
Frome_NODE_383_length_24936_cov_4.316346_15,"",1694,--- Cluster 446,""
QKNW01000002.1_52,"",1696,--- Cluster 447,""
QKNW01000002.1_53,"",1698,--- Cluster 448,""
SRIF01000015.1_90,,1700,--- Cluster 449,""
CP084476.1_86,,1702,--- Cluster 450,""
LWLN01000003.1_10,"",1703,--- Cluster 450,""
NC_013748.1_1,,1704,--- Cluster 450,""
CP099999.1_44,"",1706,--- Cluster 451,""
CP101161.1_3042,"",1708,--- Cluster 452,""
JAAOHU010000009.1_9,"",1710,--- Cluster 453,""
SRIF01000015.1_85,,1711,--- Cluster 453,""
RJJW01000001.1_41,"",1713,--- Cluster 454,""
AOIR01000042.1_42,"",1715,--- Cluster 455,""
CP095494.1_54,"",1717,--- Cluster 456,""
CP084476.1_45,,1719,--- Cluster 457,""
KX906370.1_121,,1721,--- Cluster 458,""
QKNW01000002.1_36,"",1722,--- Cluster 458,""
NC_015659.1_70,,1724,--- Cluster 459,""
SRIF01000015.1_54,"",1726,--- Cluster 460,""
SRIF01000015.1_62,"",1728,--- Cluster 461,""
Eyre_NODE_236_length_33155_cov_19.932_12,,1730,--- Cluster 462,""
Gairdner_NODE_167_length_41210_cov_9.888325_23,"",1732,--- Cluster 463,""
NC_013748.1_24,"",1733,--- Cluster 463,""
WSZK01000033.1_15,,1735,--- Cluster 464,""
AOIR01000042.1_61,"",1737,--- Cluster 465,""
SRIF01000015.1_68,"",1739,--- Cluster 466,""
CP119801.1_37,"",1740,--- Cluster 466,""
CP095494.1_42,"",1741,--- Cluster 466,""
CP019329.1_58,"",1743,--- Cluster 467,""
CP101158.1_58,"",1745,--- Cluster 468,""
JAJCVI010000002.1_579,,1747,--- Cluster 469,""
JAJCVI010000007.1_36,,1749,--- Cluster 470,""
Gairdner_NODE_107_length_49922_cov_74.384603_3,,1750,--- Cluster 470,""
Gairdner_NODE_107_length_49922_cov_74.384603_2,,1751,--- Cluster 470,""
KX906370.1_80,,1752,--- Cluster 470,""
KX906370.1_79,,1753,--- Cluster 470,""
LWLN01000003.1_37,"",1755,--- Cluster 471,""
CP031299.1_36,"",1756,--- Cluster 471,""
JDTG01000019.1_109,,1757,--- Cluster 471,""
SJER01000008.1_156,,1759,--- Cluster 472,""
SRIF01000015.1_48,,1761,--- Cluster 473,""
SRIF01000015.1_57,"",1763,--- Cluster 474,""
AOIO01000049.1_104,"",1765,--- Cluster 475,""
AOIP01000022.1_15,,1767,--- Cluster 476,""
CP099999.1_16,,1769,--- Cluster 477,""
CP100004.1_33,"",1771,--- Cluster 478,""
JAAOHU010000009.1_66,"",1773,--- Cluster 479,""
JAJCVI010000007.1_25,"",1775,--- Cluster 480,""
SJER01000008.1_139,"",1776,--- Cluster 480,""
JAAOHU010000009.1_59,"",1777,--- Cluster 480,""
KX687704.1_3,"",1779,--- Cluster 481,""
KX906370.1_84,"",1780,--- Cluster 481,""
AOIO01000049.1_80,,1782,--- Cluster 482,""
CP100004.1_21,"",1784,--- Cluster 483,""
CP101161.1_3071,"",1786,--- Cluster 484,""
JAJCVI010000007.1_34,"",1788,--- Cluster 485,""
SJER01000008.1_121,,1790,--- Cluster 486,""
JAAOHU010000009.1_8,"",1791,--- Cluster 486,""
CP019329.1_66,"",1793,--- Cluster 487,""
AOLZ01000012.1_28,"",1794,--- Cluster 487,""
CP019286.1_41,"",1795,--- Cluster 487,""
FNFE01000011.1_31,"",1796,--- Cluster 487,""
LWLN01000003.1_22,"",1797,--- Cluster 487,""
CP099999.1_33,"",1798,--- Cluster 487,""
FNFE01000011.1_5,,1800,--- Cluster 488,""
JAAOHU010000009.1_42,"",1802,--- Cluster 489,""
WSZK01000033.1_7,,1804,--- Cluster 490,""
WSZK01000033.1_17,"",1806,--- Cluster 491,""
CP101161.1_3041,"",1808,--- Cluster 492,""
SRIF01000015.1_93,,1810,--- Cluster 493,""
AOIP01000022.1_43,,1812,--- Cluster 494,""
AOJE01000051.1_33,"",1814,--- Cluster 495,""
KX687704.1_16,"",1815,--- Cluster 495,""
KX906370.1_97,"",1816,--- Cluster 495,""
LOAJ01000002.1_53,"",1817,--- Cluster 495,""
CP101158.1_83,"",1818,--- Cluster 495,""
AOJE01000051.1_38,"",1820,--- Cluster 496,""
CP099999.1_31,"",1822,--- Cluster 497,""
CP019329.1_64,"",1823,--- Cluster 497,""
LWLN01000003.1_24,"",1824,--- Cluster 497,""
AOLZ01000012.1_30,"",1825,--- Cluster 497,""
CP019286.1_39,"",1826,--- Cluster 497,""
FNFE01000011.1_33,"",1827,--- Cluster 497,""
CP100004.1_9,"",1829,--- Cluster 498,""
Gairdner_NODE_107_length_49922_cov_74.384603_20,"",1830,--- Cluster 498,""
FOXI01000018.1_48,"",1831,--- Cluster 498,""
JAANTI010000009.1_7,"",1832,--- Cluster 498,""
WSZK01000033.1_30,"",1833,--- Cluster 498,""
BBJN01000020.1_38,"",1834,--- Cluster 498,""
JAAOHU010000009.1_60,"",1836,--- Cluster 499,""
SRIF01000015.1_64,"",1837,--- Cluster 499,""
JAJCVI010000007.1_24,"",1838,--- Cluster 499,""
SJER01000008.1_138,"",1839,--- Cluster 499,""
QKNW01000002.1_51,"",1841,--- Cluster 500,""
SRIF01000015.1_67,"",1843,--- Cluster 501,""
SRIF01000015.1_89,,1845,--- Cluster 502,""
AOIR01000042.1_71,,1847,--- Cluster 503,""
CP019329.1_65,"",1849,--- Cluster 504,""
CP099999.1_32,"",1850,--- Cluster 504,""
FNFE01000011.1_32,"",1851,--- Cluster 504,""
LWLN01000003.1_23,"",1852,--- Cluster 504,""
AOLZ01000012.1_29,"",1853,--- Cluster 504,""
CP019286.1_40,"",1854,--- Cluster 504,""
CP095494.1_46,"",1855,--- Cluster 504,""
CP119801.1_33,"",1856,--- Cluster 504,""
CP031299.1_5,"",1858,--- Cluster 505,""
LWLN01000003.1_8,"",1860,--- Cluster 506,""
CP095494.1_27,,1861,--- Cluster 506,""
CP084476.1_81,"",1862,--- Cluster 506,""
CP119801.1_49,"",1863,--- Cluster 506,""
CP099999.1_46,"",1864,--- Cluster 506,""
AOIR01000042.1_38,"",1866,--- Cluster 507,""
Gairdner_NODE_107_length_49922_cov_74.384603_30,"",1868,--- Cluster 508,""
RJJW01000001.1_35,"",1870,--- Cluster 509,""
AOJE01000025.1_25,"",1872,--- Cluster 510,""
AOJE01000051.1_37,"",1874,--- Cluster 511,""
CP095494.1_47,"",1876,--- Cluster 512,""
CP119801.1_32,"",1877,--- Cluster 512,""
CP099999.1_55,,1879,--- Cluster 513,""
CP119801.1_27,"",1881,--- Cluster 514,""
Gairdner_NODE_167_length_41210_cov_9.888325_14,"",1883,--- Cluster 515,""
JAAOHU010000009.1_14,"",1884,--- Cluster 515,""
Gairdner_NODE_167_length_41210_cov_9.888325_16,"",1886,--- Cluster 516,""
CP100004.1_5,"",1887,--- Cluster 516,""
JAJCVI010000002.1_581,,1889,--- Cluster 517,""
NC_015659.1_90,"",1891,--- Cluster 518,""
CP031299.1_22,"",1892,--- Cluster 518,""
CP084476.1_58,"",1893,--- Cluster 518,""
JDTG01000019.1_95,"",1894,--- Cluster 518,""
NC_013748.1_23,"",1895,--- Cluster 518,""
AOIO01000049.1_101,"",1896,--- Cluster 518,""
