gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
CP100355.1_1513	893	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	43	820	0	CP100355.1	1513
CP100355.1_1954	75	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	11	64	8.04e-08	CP100355.1	1954
CP100355.1_1954	75	Pfam	HTH DNA binding domain	12	63	1.6e-16	CP100355.1	1954
CP100355.1_636	686	Pfam	DEAD/DEAH box helicase	226	395	1.1e-20	CP100355.1	636
CP100355.1_636	686	PANTHER	DNA POLYMERASE THETA, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05260)-RELATED	143	471	7.3e-86	CP100355.1	636
CP100355.1_636	686	Pfam	Helicase conserved C-terminal domain	448	545	3.3e-13	CP100355.1	636
CP100355.1_155	64	Pfam	'Cold-shock' DNA-binding domain	3	62	3.3e-20	CP100355.1	155
CP100355.1_670	675	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	253	608	2.7e-26	CP100355.1	670
CP100355.1_2985	135	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	26	90	1.32e-06	CP100355.1	2985
CP100355.1_2494	219	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	154	207	1.38e-06	CP100355.1	2494
CP100355.1_2494	219	Pfam	HTH DNA binding domain	156	207	7.8e-16	CP100355.1	2494
CP100355.1_2534	316	Pfam	HTH DNA binding domain	248	299	9.8e-19	CP100355.1	2534
CP100355.1_34	417	NCBIfam	RNA-guided endonuclease TnpB family protein	58	362	8.8e-45	CP100355.1	34
CP100355.1_34	417	Pfam	Putative transposase DNA-binding domain	295	362	1.1e-20	CP100355.1	34
CP100355.1_2878	179	SUPERFAMILY	lambda repressor-like DNA-binding domains	90	149	1.66e-12	CP100355.1	2878
CP100355.1_2179	399	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	331	385	1.66e-06	CP100355.1	2179
CP100355.1_3174	516	Pfam	HTH DNA binding domain	458	509	8.8e-19	CP100355.1	3174
CP100355.1_3418	160	Gene3D	Jelly Rolls	4	144	3.1e-36	CP100355.1	3418
CP100355.1_1906	199	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	125	189	7.52e-11	CP100355.1	1906
CP100355.1_1528	202	Gene3D	Beta Polymerase, domain 2	21	195	3.4e-46	CP100355.1	1528
CP100355.1_3123	142	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	61	1.63e-11	CP100355.1	3123
CP100355.1_1208	265	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	87	4.05e-08	CP100355.1	1208
CP100355.1_1683	88	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	83	8.03e-10	CP100355.1	1683
CP100355.1_3266	593	Pfam	HTH DNA binding domain	528	579	1.8e-19	CP100355.1	3266
CP100355.1_306	175	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	12	147	7.4e-27	CP100355.1	306
CP100355.1_698	700	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	10	673	0	CP100355.1	698
CP100355.1_698	700	FunFam	DNA helicase	128	177	3.2e-10	CP100355.1	698
CP100355.1_698	700	FunFam	Replicative DNA helicase Mcm	258	616	0	CP100355.1	698
CP100355.1_724	353	SUPERFAMILY	tRNA-intron endonuclease catalytic domain-like	79	167	1.06e-10	CP100355.1	724
CP100355.1_724	353	SUPERFAMILY	tRNA-intron endonuclease N-terminal domain-like	178	246	1e-09	CP100355.1	724
CP100355.1_724	353	PANTHER	TRNA-SPLICING ENDONUCLEASE SUBUNIT SEN2	249	335	3.8e-15	CP100355.1	724
CP100355.1_724	353	Pfam	tRNA intron endonuclease, catalytic C-terminal domain	253	336	9.5e-25	CP100355.1	724
CP100355.1_724	353	SUPERFAMILY	tRNA-intron endonuclease catalytic domain-like	252	337	6.28e-21	CP100355.1	724
CP100355.1_724	353	Pfam	tRNA intron endonuclease, N-terminal domain	4	68	6.4e-15	CP100355.1	724
CP100355.1_724	353	Pfam	tRNA intron endonuclease, N-terminal domain	180	236	3.1e-09	CP100355.1	724
CP100355.1_724	353	SUPERFAMILY	tRNA-intron endonuclease N-terminal domain-like	3	70	1.39e-13	CP100355.1	724
CP100355.1_2812	182	SUPERFAMILY	lambda repressor-like DNA-binding domains	121	178	5.91e-06	CP100355.1	2812
CP100355.1_1767	235	Pfam	HTH DNA binding domain	180	230	9.7e-20	CP100355.1	1767
CP100355.1_1767	235	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	180	232	3.6e-07	CP100355.1	1767
CP100355.1_3259	278	Pfam	HhH-GPD superfamily base excision DNA repair protein	61	209	3.1e-15	CP100355.1	3259
CP100355.1_3259	278	PANTHER	A/G-SPECIFIC ADENINE GLYCOSYLASE/ENDONUCLEASE III	31	255	4.6e-48	CP100355.1	3259
CP100355.1_22	102	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	5	89	7.12e-11	CP100355.1	22
CP100355.1_652	583	Pfam	UvrC RNAse H endonuclease domain	374	519	5.5e-43	CP100355.1	652
CP100355.1_652	583	Gene3D	UvrC, RNAse H endonuclease domain	368	528	3.8e-46	CP100355.1	652
CP100355.1_652	583	SUPERFAMILY	GIY-YIG endonuclease	17	96	1.31e-17	CP100355.1	652
CP100355.1_530	412	NCBIfam	RNA-guided endonuclease TnpB family protein	18	373	6.4e-54	CP100355.1	530
CP100355.1_530	412	Pfam	Putative transposase DNA-binding domain	303	373	7.3e-21	CP100355.1	530
CP100355.1_3132	96	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	96	1.22e-27	CP100355.1	3132
CP100355.1_1595	223	Pfam	HTH DNA binding domain	163	214	9.6e-12	CP100355.1	1595
CP100355.1_3102	587	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	412	471	3.83e-10	CP100355.1	3102
CP100355.1_3102	587	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	494	568	2.85e-18	CP100355.1	3102
CP100355.1_1203	254	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	78	4.1e-14	CP100355.1	1203
CP100355.1_2579	259	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	82	6.75e-11	CP100355.1	2579
CP100355.1_2731	114	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	106	3.26e-12	CP100355.1	2731
CP100355.1_588	161	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	69	4.42e-14	CP100355.1	588
CP100355.1_2496	111	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	100	6.69e-18	CP100355.1	2496
CP100355.1_48	444	Pfam	Putative transposase DNA-binding domain	320	387	1e-19	CP100355.1	48
CP100355.1_48	444	NCBIfam	RNA-guided endonuclease TnpB family protein	7	385	7e-45	CP100355.1	48
CP100355.1_624	827	Pfam	Helicase C-terminal domain	638	791	8.6e-28	CP100355.1	624
CP100355.1_624	827	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	13	790	1.9e-52	CP100355.1	624
CP100355.1_1245	421	NCBIfam	RNA-guided endonuclease TnpB family protein	80	362	1.1e-43	CP100355.1	1245
CP100355.1_1245	421	Pfam	Putative transposase DNA-binding domain	295	362	1.3e-21	CP100355.1	1245
CP100355.1_1695	249	PANTHER	DNA-DIRECTED RNA POLYMERASE	3	247	6.9e-38	CP100355.1	1695
CP100355.1_1695	249	Pfam	RNA polymerase Rpb3/RpoA insert domain	48	144	6.6e-20	CP100355.1	1695
CP100355.1_1695	249	SUPERFAMILY	Insert subdomain of RNA polymerase alpha subunit	41	144	2.62e-24	CP100355.1	1695
CP100355.1_1695	249	Pfam	RNA polymerase Rpb3/Rpb11 dimerisation domain	18	237	3.1e-14	CP100355.1	1695
CP100355.1_1695	249	SUPERFAMILY	RBP11-like subunits of RNA polymerase	3	247	2.35e-23	CP100355.1	1695
CP100355.1_370	488	Gene3D	Beta Polymerase, domain 2	41	174	1.8e-81	CP100355.1	370
CP100355.1_370	488	Gene3D	Poly(A) polymerase predicted RNA binding domain	313	468	7.2e-45	CP100355.1	370
CP100355.1_2257	109	PANTHER	DNA-DIRECTED RNA POLYMERASE	1	107	1.3e-14	CP100355.1	2257
CP100355.1_3255	73	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	69	5.94e-07	CP100355.1	3255
CP100355.1_3311	145	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	25	131	1.81e-08	CP100355.1	3311
CP100355.1_913	351	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	24	109	1.37e-15	CP100355.1	913
CP100355.1_1639	133	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	20	122	9.79e-15	CP100355.1	1639
CP100355.1_2074	223	Pfam	HTH DNA binding domain	150	202	3.8e-18	CP100355.1	2074
CP100355.1_2424	241	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	66	155	6.5e-08	CP100355.1	2424
CP100355.1_1410	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	89	8.19e-18	CP100355.1	1410
CP100355.1_1545	391	Pfam	DNA primase small subunit	97	315	5.6e-19	CP100355.1	1545
CP100355.1_1545	391	PANTHER	DNA PRIMASE SMALL SUBUNIT	27	340	1.1e-33	CP100355.1	1545
CP100355.1_1545	391	Gene3D	DNA primase, PRIM domain	1	391	7.8e-76	CP100355.1	1545
CP100355.1_1545	391	NCBIfam	eukaryotic-type DNA primase catalytic subunit PriS	8	341	2.1e-46	CP100355.1	1545
CP100355.1_1674	254	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	92	3.21e-07	CP100355.1	1674
CP100355.1_2825	282	Pfam	Endonuclease V	77	271	1.2e-52	CP100355.1	2825
CP100355.1_2825	282	PANTHER	ENDONUCLEASE V	14	273	6e-40	CP100355.1	2825
CP100355.1_2825	282	CDD	Endonuclease_V	81	276	9.06627e-78	CP100355.1	2825
CP100355.1_629	132	Gene3D	Jelly Rolls	13	132	1.1e-29	CP100355.1	629
CP100355.1_2419	261	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	90	7.53e-10	CP100355.1	2419
CP100355.1_890	338	FunFam	Replication factor C small subunit	247	338	2.3e-31	CP100355.1	890
CP100355.1_890	338	PANTHER	REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT	29	329	3.3e-90	CP100355.1	890
CP100355.1_890	338	Pfam	Replication factor C C-terminal domain	248	333	6.3e-22	CP100355.1	890
CP100355.1_890	338	FunFam	Replication factor C subunit 2	24	181	6.5e-63	CP100355.1	890
CP100355.1_457	161	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	57	7.14e-09	CP100355.1	457
CP100355.1_2165	157	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	21	107	3.13e-07	CP100355.1	2165
CP100355.1_1382	283	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	99	6.59e-10	CP100355.1	1382
CP100355.1_2460	154	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	56	151	2.65e-22	CP100355.1	2460
CP100355.1_2772	1088	Pfam	HTH DNA binding domain	1025	1077	1e-20	CP100355.1	2772
CP100355.1_675	635	Pfam	Helicase C-terminal domain	391	547	1.2e-20	CP100355.1	675
CP100355.1_675	635	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	304	550	2.3e-28	CP100355.1	675
CP100355.1_3519	134	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	83	1.48e-06	CP100355.1	3519
CP100355.1_1070	987	Pfam	RNA polymerase Rpb1, domain 1	7	384	1.6e-111	CP100355.1	1070
CP100355.1_1070	987	Gene3D	RNA polymerase Rpb1, domain 3	571	718	2.3e-30	CP100355.1	1070
CP100355.1_1070	987	Pfam	RNA polymerase Rpb1, domain 5	856	921	5.1e-26	CP100355.1	1070
CP100355.1_1070	987	FunFam	DNA-directed RNA polymerase II subunit RPB1	468	570	3.4e-39	CP100355.1	1070
CP100355.1_1070	987	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	5	935	0	CP100355.1	1070
CP100355.1_1070	987	PANTHER	DNA-DIRECTED RNA POLYMERASE	13	942	0	CP100355.1	1070
CP100355.1_1070	987	Pfam	RNA polymerase Rpb1, domain 4	743	849	7.1e-33	CP100355.1	1070
CP100355.1_1070	987	NCBIfam	DNA-directed RNA polymerase subunit A'	240	935	0	CP100355.1	1070
CP100355.1_1070	987	Gene3D	RNA polymerase II, clamp domain	1	124	7.1e-33	CP100355.1	1070
CP100355.1_1070	987	Gene3D	RNA polymerase II, clamp domain	300	349	2.7e-06	CP100355.1	1070
CP100355.1_1070	987	Pfam	RNA polymerase Rpb1, domain 2	386	563	4.3e-65	CP100355.1	1070
CP100355.1_1070	987	Pfam	RNA polymerase Rpb1, domain 3	566	717	6.7e-29	CP100355.1	1070
CP100355.1_1070	987	Gene3D	RNA polymerase ii	419	490	1.7e-76	CP100355.1	1070
CP100355.1_1314	429	Pfam	Putative transposase DNA-binding domain	316	383	1.7e-18	CP100355.1	1314
CP100355.1_1314	429	NCBIfam	RNA-guided endonuclease TnpB family protein	13	382	3e-44	CP100355.1	1314
CP100355.1_3390	380	Gene3D	Endonuclease Chain A	262	356	6.6e-11	CP100355.1	3390
CP100355.1_2170	313	NCBIfam	RNA-guided endonuclease TnpB family protein	11	265	6.2e-40	CP100355.1	2170
CP100355.1_2170	313	Pfam	Putative transposase DNA-binding domain	198	265	8.3e-20	CP100355.1	2170
CP100355.1_1798	212	Pfam	HTH DNA binding domain	156	207	1.4e-18	CP100355.1	1798
CP100355.1_1506	755	SMART	DNA_mis_repair_2	243	367	1.8e-45	CP100355.1	1506
CP100355.1_1506	755	SUPERFAMILY	DNA mismatch repair protein MutL	558	749	6.41e-43	CP100355.1	1506
CP100355.1_1506	755	FunFam	DNA mismatch repair endonuclease MutL	29	246	4.3e-74	CP100355.1	1506
CP100355.1_1506	755	Pfam	DNA mismatch repair protein, C-terminal domain	244	366	1.3e-33	CP100355.1	1506
CP100355.1_1506	755	PANTHER	DNA MISMATCH REPAIR PROTEIN  MLH, PMS, MUTL	30	737	0	CP100355.1	1506
CP100355.1_1506	755	NCBIfam	DNA mismatch repair endonuclease MutL	31	672	0	CP100355.1	1506
CP100355.1_1103	982	Pfam	UvrA DNA-binding domain	313	419	4e-29	CP100355.1	1103
CP100355.1_250	597	SUPERFAMILY	Putative DNA-binding domain	5	71	5.58e-07	CP100355.1	250
CP100355.1_250	597	SUPERFAMILY	Putative DNA-binding domain	289	389	3.3e-11	CP100355.1	250
CP100355.1_2176	105	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	16	96	8.94e-07	CP100355.1	2176
CP100355.1_1071	408	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	43	400	5.49e-92	CP100355.1	1071
CP100355.1_1071	408	Pfam	RNA polymerase Rpb1, domain 5	29	350	7.1e-53	CP100355.1	1071
CP100355.1_1071	408	PANTHER	DNA-DIRECTED RNA POLYMERASE	5	398	5.9e-66	CP100355.1	1071
CP100355.1_1071	408	NCBIfam	DNA-directed RNA polymerase subunit A''	27	400	0	CP100355.1	1071
CP100355.1_1592	115	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	24	91	1.53e-09	CP100355.1	1592
CP100355.1_1228	406	NCBIfam	RNA-guided endonuclease TnpB family protein	33	369	2.1e-48	CP100355.1	1228
CP100355.1_1228	406	Pfam	Putative transposase DNA-binding domain	301	371	2.5e-21	CP100355.1	1228
CP100355.1_131	215	Pfam	HTH DNA binding domain	159	211	9e-18	CP100355.1	131
CP100355.1_3202	644	PANTHER	UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER	17	604	6.5e-53	CP100355.1	3202
CP100355.1_3202	644	Pfam	UvrD-like helicase C-terminal domain	501	581	1.8e-08	CP100355.1	3202
CP100355.1_1413	134	Pfam	Putative transposase DNA-binding domain	11	78	1.2e-20	CP100355.1	1413
CP100355.1_1170	404	NCBIfam	orc1/cdc6 family replication initiation protein	17	380	9.4e-68	CP100355.1	1170
CP100355.1_1170	404	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	292	392	8.8e-08	CP100355.1	1170
CP100355.1_847	219	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	76	7.14e-23	CP100355.1	847
CP100355.1_3698	106	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	35	102	5.04e-12	CP100355.1	3698
CP100355.1_1518	253	Pfam	Endonuclease NucS	39	252	8.5e-66	CP100355.1	1518
CP100355.1_1518	253	PANTHER	ENDONUCLEASE NUCS	41	250	1.1e-64	CP100355.1	1518
CP100355.1_664	684	Pfam	Helicase conserved C-terminal domain	456	556	3.5e-16	CP100355.1	664
CP100355.1_3376	299	Gene3D	Endonuclease Chain A	2	57	6.1e-06	CP100355.1	3376
CP100355.1_3376	299	Gene3D	Endonuclease Chain A	84	249	2.3e-33	CP100355.1	3376
CP100355.1_318	230	Pfam	HTH DNA binding domain	154	205	5.5e-17	CP100355.1	318
CP100355.1_1532	352	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	19	96	2.72e-10	CP100355.1	1532
CP100355.1_2410	781	Pfam	HTH DNA binding domain	723	774	8.3e-20	CP100355.1	2410
CP100355.1_2280	413	NCBIfam	RNA-guided endonuclease TnpB family protein	6	371	3.9e-89	CP100355.1	2280
CP100355.1_2280	413	Pfam	Putative transposase DNA-binding domain	303	371	3.8e-20	CP100355.1	2280
CP100355.1_1641	224	Pfam	HTH DNA binding domain	166	216	7.1e-17	CP100355.1	1641
CP100355.1_586	1194	NCBIfam	DNA polymerase II large subunit	6	1193	0	CP100355.1	586
CP100355.1_586	1194	PANTHER	DNA POLYMERASE II LARGE SUBUNIT	6	1194	0	CP100355.1	586
CP100355.1_586	1194	Pfam	DNA polymerase II large subunit DP2	7	944	0	CP100355.1	586
CP100355.1_541	159	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	62	6.92e-16	CP100355.1	541
CP100355.1_3613	259	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	11	98	3.26e-14	CP100355.1	3613
CP100355.1_2241	663	Pfam	HTH DNA binding domain	602	653	2.8e-17	CP100355.1	2241
CP100355.1_50	436	Pfam	Putative transposase DNA-binding domain	293	363	5.7e-23	CP100355.1	50
CP100355.1_50	436	NCBIfam	RNA-guided endonuclease TnpB family protein	106	363	3.1e-41	CP100355.1	50
CP100355.1_2090	170	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	46	109	1.64e-06	CP100355.1	2090
CP100355.1_2090	170	Pfam	Iron dependent repressor, N-terminal DNA binding domain	44	90	1.3e-08	CP100355.1	2090
CP100355.1_135	343	NCBIfam	DNA repair and recombination protein RadA	5	341	0	CP100355.1	135
CP100355.1_1148	208	Pfam	HTH DNA binding domain	152	204	2.9e-16	CP100355.1	1148
CP100355.1_1125	157	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	65	1.91e-14	CP100355.1	1125
CP100355.1_1971	1210	SUPERFAMILY	Restriction endonuclease-like	952	1147	4.29e-07	CP100355.1	1971
CP100355.1_1971	1210	PANTHER	UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER	30	798	1e-92	CP100355.1	1971
CP100355.1_1971	1210	Pfam	UvrD-like helicase C-terminal domain	432	796	8.5e-27	CP100355.1	1971
CP100355.1_1971	1210	Pfam	UvrD/REP helicase N-terminal domain	321	422	4.2e-25	CP100355.1	1971
CP100355.1_1971	1210	Pfam	UvrD/REP helicase N-terminal domain	21	137	1.5e-20	CP100355.1	1971
CP100355.1_166	582	PANTHER	GLYCYL-TRNA SYNTHETASE/DNA POLYMERASE SUBUNIT GAMMA-2	3	580	0	CP100355.1	166
CP100355.1_2719	118	Pfam	RNA polymerase Rpb4	12	117	1.4e-12	CP100355.1	2719
CP100355.1_2719	118	PANTHER	RNA POLYMERASE RPB4	1	118	2.6e-30	CP100355.1	2719
CP100355.1_3429	94	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	80	9.09e-06	CP100355.1	3429
CP100355.1_316	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	89	9.1e-18	CP100355.1	316
CP100355.1_668	376	SMART	Cdc6_C_2	300	375	1.8e-17	CP100355.1	668
CP100355.1_668	376	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	291	375	7.06e-23	CP100355.1	668
CP100355.1_668	376	NCBIfam	orc1/cdc6 family replication initiation protein	16	364	3.2e-99	CP100355.1	668
CP100355.1_1471	231	Pfam	HTH DNA binding domain	173	224	1.4e-20	CP100355.1	1471
CP100355.1_2475	394	Pfam	Putative transposase DNA-binding domain	269	337	7.1e-16	CP100355.1	2475
CP100355.1_2475	394	NCBIfam	RNA-guided endonuclease TnpB family protein	114	337	4.8e-36	CP100355.1	2475
CP100355.1_735	447	NCBIfam	RNA-guided endonuclease TnpB family protein	14	387	2.4e-46	CP100355.1	735
CP100355.1_735	447	Pfam	Putative transposase DNA-binding domain	326	392	6.9e-18	CP100355.1	735
CP100355.1_1271	684	Pfam	Putative transposase DNA-binding domain	555	618	6.5e-12	CP100355.1	1271
CP100355.1_1271	684	NCBIfam	RNA-guided endonuclease TnpB family protein	257	619	1.5e-58	CP100355.1	1271
CP100355.1_2183	121	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	16	113	4.77e-06	CP100355.1	2183
CP100355.1_3362	939	Pfam	DNA replication factor Dna2	59	261	3.9e-22	CP100355.1	3362
CP100355.1_3362	939	PANTHER	DNA2/NAM7 HELICASE FAMILY MEMBER	528	937	6.7e-85	CP100355.1	3362
CP100355.1_2305	319	Pfam	HhH-GPD superfamily base excision DNA repair protein	57	181	2.3e-15	CP100355.1	2305
CP100355.1_851	112	Gene3D	Jelly Rolls	10	109	1.1e-30	CP100355.1	851
CP100355.1_1270	223	Pfam	Iron dependent repressor, N-terminal DNA binding domain	3	62	1.8e-20	CP100355.1	1270
CP100355.1_1270	223	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	64	2.15e-15	CP100355.1	1270
CP100355.1_985	137	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	1	53	1.98e-14	CP100355.1	985
CP100355.1_41	65	SUPERFAMILY	RNA polymerase subunits	3	65	9.68e-19	CP100355.1	41
CP100355.1_1160	425	Pfam	Putative transposase DNA-binding domain	307	374	4.1e-18	CP100355.1	1160
CP100355.1_1160	425	NCBIfam	RNA-guided endonuclease TnpB family protein	6	375	5.6e-72	CP100355.1	1160
CP100355.1_1193	115	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	35	96	3.26e-07	CP100355.1	1193
CP100355.1_2059	126	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	27	100	4.25e-09	CP100355.1	2059
CP100355.1_2478	119	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	21	99	3.11e-19	CP100355.1	2478
CP100355.1_726	307	Pfam	Putative transposase DNA-binding domain	198	267	3.3e-21	CP100355.1	726
CP100355.1_726	307	NCBIfam	RNA-guided endonuclease TnpB family protein	11	267	2.9e-43	CP100355.1	726
CP100355.1_1447	193	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	120	175	1.58e-06	CP100355.1	1447
CP100355.1_2303	333	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	13	76	1.22e-06	CP100355.1	2303
CP100355.1_2132	258	Pfam	HTH DNA binding domain	176	226	7e-20	CP100355.1	2132
CP100355.1_559	123	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	24	82	3.85e-06	CP100355.1	559
CP100355.1_877	152	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	92	1.54e-11	CP100355.1	877
CP100355.1_197	242	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	47	2.16e-09	CP100355.1	197
CP100355.1_3505	219	Pfam	HTH DNA binding domain	156	207	9.1e-14	CP100355.1	3505
CP100355.1_3505	219	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	156	207	5.45e-06	CP100355.1	3505
CP100355.1_3688	615	Pfam	Helicase HerA, central domain	238	408	2e-07	CP100355.1	3688
CP100355.1_962	173	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	11	70	1.6e-10	CP100355.1	962
CP100355.1_565	120	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	12	117	3.03e-13	CP100355.1	565
CP100355.1_2416	227	Pfam	HTH DNA binding domain	158	209	4.6e-19	CP100355.1	2416
CP100355.1_852	68	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	1	66	3.69e-11	CP100355.1	852
CP100355.1_1398	132	Gene3D	Jelly Rolls	8	131	3.9e-17	CP100355.1	1398
CP100355.1_2188	776	Pfam	Helicase	240	412	8.3e-48	CP100355.1	2188
CP100355.1_1321	360	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	30	103	1.22e-07	CP100355.1	1321
CP100355.1_1067	75	Pfam	RNA polymerase Rpb5, C-terminal domain	2	73	7.2e-24	CP100355.1	1067
CP100355.1_1067	75	SUPERFAMILY	RPB5-like RNA polymerase subunit	1	74	2.35e-20	CP100355.1	1067
CP100355.1_730	123	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	32	111	8.51e-21	CP100355.1	730
CP100355.1_1690	59	PANTHER	DNA-DIRECTED RNA POLYMERASE SUBUNIT K	8	56	4.1e-11	CP100355.1	1690
CP100355.1_1690	59	Pfam	RNA polymerase Rpb6	2	52	3.2e-11	CP100355.1	1690
CP100355.1_1570	700	Pfam	ERCC3/RAD25/XPB C-terminal helicase	516	678	1.6e-27	CP100355.1	1570
CP100355.1_1570	700	PANTHER	RAD25/XP-B DNA REPAIR HELICASE	286	681	7.5e-85	CP100355.1	1570
CP100355.1_3055	257	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	103	5.01e-16	CP100355.1	3055
CP100355.1_1107	404	NCBIfam	RNA-guided endonuclease TnpB family protein	78	364	5.3e-46	CP100355.1	1107
CP100355.1_1107	404	Pfam	Putative transposase DNA-binding domain	298	367	4.1e-22	CP100355.1	1107
CP100355.1_3635	125	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	13	122	2.05e-10	CP100355.1	3635
CP100355.1_1142	267	Gene3D	Beta Polymerase, domain 2	120	209	1.1e-11	CP100355.1	1142
CP100355.1_1142	267	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	37	105	3.94e-07	CP100355.1	1142
CP100355.1_1424	248	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	62	2.17e-12	CP100355.1	1424
CP100355.1_1883	233	Pfam	HTH DNA binding domain	171	222	4.5e-16	CP100355.1	1883
CP100355.1_2417	154	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	62	8.13e-19	CP100355.1	2417
CP100355.1_2612	232	PRINTS	DNA repair protein radA signature	15	43	4.7e-07	CP100355.1	2612
CP100355.1_2612	232	PRINTS	DNA repair protein radA signature	164	192	4.7e-07	CP100355.1	2612
CP100355.1_2612	232	PRINTS	DNA repair protein radA signature	198	224	4.7e-07	CP100355.1	2612
CP100355.1_2612	232	NCBIfam	DNA repair and recombination protein RadB	13	225	2.7e-77	CP100355.1	2612
CP100355.1_3497	205	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	122	166	4.12e-09	CP100355.1	3497
CP100355.1_3497	205	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	32	96	4.49e-06	CP100355.1	3497
