hit,hit_length,query,query_length,evalue,score,alignment_start,alignment_end,aln_length,uvig,host_taxonomy,virus_taxonomy,virus_completeness,virus_quality
IMGVR_UViG_3300029691_000335|3300029691|Ga0265598_10060781,713,ORF6.faa,1255,1.4e-17,76.6,147,388,241,IMGVR_UViG_3300029691_000335,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__VGOG01;,;;;;;;;,,Unsure
IMGVR_UViG_3300035102_000110|3300035102|Ga0376526_010621_2449_3504,351,ORF6.faa,1255,1.4e-17,76.6,155,273,118,IMGVR_UViG_3300035102_000110,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,8.99,Genome fragment
IMGVR_UViG_3300036940_000475|3300036940|Ga0377182_014861_857_1912,351,ORF6.faa,1255,1.4e-17,76.6,155,273,118,IMGVR_UViG_3300036940_000475,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,4.23,Genome fragment
IMGVR_UViG_3300043112_000099|3300043112|Ga0484783_003400_3207_4262,351,ORF6.faa,1255,1.4e-17,76.6,155,273,118,IMGVR_UViG_3300043112_000099,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,14.81,Genome fragment
IMGVR_UViG_3300043029_000058|3300043029|Ga0484705_003319_2078_3133,351,ORF6.faa,1255,1.4e-17,76.5,117,389,272,IMGVR_UViG_3300043029_000058,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,11.61,Genome fragment
IMGVR_UViG_3300037153_001114|3300037153|Ga0376026_0048552_3_1433,476,ORF6.faa,1255,1.5e-17,76.5,181,300,119,IMGVR_UViG_3300037153_001114,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300037153_001114|3300037153|Ga0376026_0048552_3_1433,476,ORF6.faa,1255,1.5e-17,76.5,181,390,209,IMGVR_UViG_3300037153_001114,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_2617270734_000004|2617270734|2617345654,1975,ORF6.faa,1255,1.5e-17,76.4,164,349,185,IMGVR_UViG_2617270734_000004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,13.98,Genome fragment
IMGVR_UViG_2617270734_000004|2617270734|2617345654,1975,ORF6.faa,1255,1.5e-17,76.4,226,369,143,IMGVR_UViG_2617270734_000004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,13.98,Genome fragment
IMGVR_UViG_2617270734_000004|2617270734|2617345654,1975,ORF6.faa,1255,1.5e-17,76.4,152,316,164,IMGVR_UViG_2617270734_000004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,13.98,Genome fragment
IMGVR_UViG_3300008617_000005|3300008617|Ga0115612_10039016,561,ORF6.faa,1255,1.7e-17,76.3,123,365,242,IMGVR_UViG_3300008617_000005,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,37.64,Genome fragment
IMGVR_UViG_3300008617_000005|3300008617|Ga0115612_10039016,561,ORF6.faa,1255,1.7e-17,76.3,213,298,85,IMGVR_UViG_3300008617_000005,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,37.64,Genome fragment
IMGVR_UViG_3300023174_004594|3300023174|Ga0214921_100067191,1180,ORF6.faa,1255,2e-17,76,234,377,143,IMGVR_UViG_3300023174_004594,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,1.25,Genome fragment
IMGVR_UViG_3300023174_004594|3300023174|Ga0214921_100067191,1180,ORF6.faa,1255,2e-17,76,134,387,253,IMGVR_UViG_3300023174_004594,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,1.25,Genome fragment
IMGVR_UViG_3300023174_004594|3300023174|Ga0214921_100067191,1180,ORF6.faa,1255,2e-17,76,127,291,164,IMGVR_UViG_3300023174_004594,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,1.25,Genome fragment
IMGVR_UViG_3300022552_000484|3300022552|Ga0212118_100059029,431,ORF6.faa,1255,2.2e-17,76,111,389,278,IMGVR_UViG_3300022552_000484,;;;;;;,;;;;;;;,,Unsure
IMGVR_UViG_3300027736_000293|3300027736|Ga0209190_10009425,389,ORF6.faa,1255,2.2e-17,75.9,185,299,114,IMGVR_UViG_3300027736_000293,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,4.51,Genome fragment
IMGVR_UViG_3300027736_000293|3300027736|Ga0209190_10009425,389,ORF6.faa,1255,2.2e-17,75.9,179,339,160,IMGVR_UViG_3300027736_000293,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,4.51,Genome fragment
IMGVR_UViG_3300027746_001320|3300027746|Ga0209597_100048520,389,ORF6.faa,1255,2.2e-17,75.9,185,299,114,IMGVR_UViG_3300027746_001320,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,5.73,Genome fragment
IMGVR_UViG_3300027746_001320|3300027746|Ga0209597_100048520,389,ORF6.faa,1255,2.2e-17,75.9,179,339,160,IMGVR_UViG_3300027746_001320,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,5.73,Genome fragment
IMGVR_UViG_3300027754_002927|3300027754|Ga0209596_1000010133,389,ORF6.faa,1255,2.2e-17,75.9,185,299,114,IMGVR_UViG_3300027754_002927,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,39.45,Genome fragment
IMGVR_UViG_3300027754_002927|3300027754|Ga0209596_1000010133,389,ORF6.faa,1255,2.2e-17,75.9,179,339,160,IMGVR_UViG_3300027754_002927,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,39.45,Genome fragment
IMGVR_UViG_3300018420_004462|3300018420|Ga0181563_100205502,594,ORF6.faa,1255,2.3e-17,75.9,152,389,237,IMGVR_UViG_3300018420_004462,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,0.75,Genome fragment
IMGVR_UViG_3300018420_004462|3300018420|Ga0181563_100205502,594,ORF6.faa,1255,2.3e-17,75.9,159,388,229,IMGVR_UViG_3300018420_004462,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,0.75,Genome fragment
IMGVR_UViG_3300018420_004462|3300018420|Ga0181563_100205502,594,ORF6.faa,1255,2.3e-17,75.9,153,367,214,IMGVR_UViG_3300018420_004462,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,0.75,Genome fragment
IMGVR_UViG_3300028034_000082|3300028034|Ga0247721_1012404,629,ORF6.faa,1255,2.3e-17,75.8,164,304,140,IMGVR_UViG_3300028034_000082,;;;;;;,;;;;;;;,12.18,Genome fragment
IMGVR_UViG_3300028034_000082|3300028034|Ga0247721_1012404,629,ORF6.faa,1255,2.3e-17,75.8,152,407,255,IMGVR_UViG_3300028034_000082,;;;;;;,;;;;;;;,12.18,Genome fragment
IMGVR_UViG_3300033746_000018|3300033746|Ga0373123_034_8758_10647,629,ORF6.faa,1255,2.3e-17,75.8,164,304,140,IMGVR_UViG_3300033746_000018,d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,100,High-quality
IMGVR_UViG_3300033746_000018|3300033746|Ga0373123_034_8758_10647,629,ORF6.faa,1255,2.3e-17,75.8,152,407,255,IMGVR_UViG_3300033746_000018,d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,100,High-quality
IMGVR_UViG_3300009163_000031|3300009163|Ga0114970_1000005835,390,ORF6.faa,1255,2.3e-17,75.8,185,299,114,IMGVR_UViG_3300009163_000031,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,14.37,Genome fragment
IMGVR_UViG_3300009163_000031|3300009163|Ga0114970_1000005835,390,ORF6.faa,1255,2.3e-17,75.8,179,339,160,IMGVR_UViG_3300009163_000031,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,14.37,Genome fragment
IMGVR_UViG_3300009181_000054|3300009181|Ga0114969_1000006135,390,ORF6.faa,1255,2.3e-17,75.8,185,299,114,IMGVR_UViG_3300009181_000054,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,14.4,Genome fragment
IMGVR_UViG_3300009181_000054|3300009181|Ga0114969_1000006135,390,ORF6.faa,1255,2.3e-17,75.8,179,339,160,IMGVR_UViG_3300009181_000054,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,14.4,Genome fragment
IMGVR_UViG_3300009185_000033|3300009185|Ga0114971_1000010334,390,ORF6.faa,1255,2.3e-17,75.8,185,299,114,IMGVR_UViG_3300009185_000033,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,4.23,Genome fragment
IMGVR_UViG_3300009185_000033|3300009185|Ga0114971_1000010334,390,ORF6.faa,1255,2.3e-17,75.8,179,339,160,IMGVR_UViG_3300009185_000033,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,4.23,Genome fragment
IMGVR_UViG_3300013020_000062|3300013020|Ga0163219_1013574,630,ORF6.faa,1255,2.4e-17,75.8,164,304,140,IMGVR_UViG_3300013020_000062,;;;;;;,;;;;;;;,13.08,Genome fragment
IMGVR_UViG_3300013020_000062|3300013020|Ga0163219_1013574,630,ORF6.faa,1255,2.4e-17,75.8,152,407,255,IMGVR_UViG_3300013020_000062,;;;;;;,;;;;;;;,13.08,Genome fragment
IMGVR_UViG_3300033169_000323|3300033169|Ga0334887_10104612,1086,ORF6.faa,1255,2.4e-17,75.8,149,341,192,IMGVR_UViG_3300033169_000323,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300033169_000323|3300033169|Ga0334887_10104612,1086,ORF6.faa,1255,2.4e-17,75.8,151,329,178,IMGVR_UViG_3300033169_000323,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300025810_002486|3300025810|Ga0208543_10031802,989,ORF6.faa,1255,2.7e-17,75.7,108,359,251,IMGVR_UViG_3300025810_002486,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,,Unsure
IMGVR_UViG_GVMAG-S-1101166-93_000001|3300027741|Ga0209085_10034333,339,ORF6.faa,1255,5.4e-17,74.6,147,346,199,IMGVR_UViG_GVMAG-S-1101166-93_000001,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,58.86,Genome fragment
IMGVR_UViG_GVMAG-S-1101166-93_000001|3300027741|Ga0209085_10034333,339,ORF6.faa,1255,5.4e-17,74.6,148,333,185,IMGVR_UViG_GVMAG-S-1101166-93_000001,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,58.86,Genome fragment
IMGVR_UViG_3300028462_000033|3300028462|Ga0307781_1070563,357,ORF6.faa,1255,7.8e-17,74.1,182,339,157,IMGVR_UViG_3300028462_000033,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300028462_000033|3300028462|Ga0307781_1070563,357,ORF6.faa,1255,7.8e-17,74.1,148,285,137,IMGVR_UViG_3300028462_000033,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300009689_000706|3300009689|Ga0116186_10148204,381,ORF6.faa,1255,8e-17,74.1,148,310,162,IMGVR_UViG_3300009689_000706,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,1.74,Genome fragment
IMGVR_UViG_3300009689_000706|3300009689|Ga0116186_10148204,381,ORF6.faa,1255,8e-17,74.1,140,308,168,IMGVR_UViG_3300009689_000706,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,1.74,Genome fragment
IMGVR_UViG_3300035660_001150|3300035660|Ga0373629_0011937_2_1867,622,ORF6.faa,1255,8.2e-17,74,148,375,227,IMGVR_UViG_3300035660_001150,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300035660_001150|3300035660|Ga0373629_0011937_2_1867,622,ORF6.faa,1255,8.2e-17,74,217,389,172,IMGVR_UViG_3300035660_001150,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300039191_000453|3300039191|Ga0399990_001311_3586_5511,641,ORF6.faa,1255,8.4e-17,74,159,297,138,IMGVR_UViG_3300039191_000453,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,8.82,Genome fragment
IMGVR_UViG_3300039191_000453|3300039191|Ga0399990_001311_3586_5511,641,ORF6.faa,1255,8.4e-17,74,177,421,244,IMGVR_UViG_3300039191_000453,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,8.82,Genome fragment
IMGVR_UViG_3300012271_000066|3300012271|Ga0136555_100025719,642,ORF6.faa,1255,8.4e-17,74,159,297,138,IMGVR_UViG_3300012271_000066,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,9.21,Genome fragment
IMGVR_UViG_3300012271_000066|3300012271|Ga0136555_100025719,642,ORF6.faa,1255,8.4e-17,74,177,421,244,IMGVR_UViG_3300012271_000066,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,9.21,Genome fragment
IMGVR_UViG_2713897210_000003|2713897210|2716047460,299,ORF6.faa,1255,8.8e-17,73.9,114,374,260,IMGVR_UViG_2713897210_000003,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum_A,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,92.58,High-quality
IMGVR_UViG_3300009676_000722|3300009676|Ga0116187_10146664,381,ORF6.faa,1255,9.4e-17,73.8,148,309,161,IMGVR_UViG_3300009676_000722,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,1.74,Genome fragment
IMGVR_UViG_3300009676_000722|3300009676|Ga0116187_10146664,381,ORF6.faa,1255,9.4e-17,73.8,135,308,173,IMGVR_UViG_3300009676_000722,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,1.74,Genome fragment
IMGVR_UViG_3300009767_000849|3300009767|Ga0116161_10121061,381,ORF6.faa,1255,9.4e-17,73.8,148,309,161,IMGVR_UViG_3300009767_000849,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300009767_000849|3300009767|Ga0116161_10121061,381,ORF6.faa,1255,9.4e-17,73.8,135,308,173,IMGVR_UViG_3300009767_000849,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,,Unsure
IMGVR_UViG_3300044639_003293|3300044639|Ga0453720_0006736_4607_7078,823,ORF6.faa,1255,1.1e-16,73.7,265,400,135,IMGVR_UViG_3300044639_003293,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.09,Genome fragment
IMGVR_UViG_3300044639_003293|3300044639|Ga0453720_0006736_4607_7078,823,ORF6.faa,1255,1.1e-16,73.7,148,297,149,IMGVR_UViG_3300044639_003293,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.09,Genome fragment
IMGVR_UViG_3300044639_003293|3300044639|Ga0453720_0006736_4607_7078,823,ORF6.faa,1255,1.1e-16,73.7,190,350,160,IMGVR_UViG_3300044639_003293,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.09,Genome fragment
IMGVR_UViG_3300044639_003293|3300044639|Ga0453720_0006736_4607_7078,823,ORF6.faa,1255,1.1e-16,73.7,155,328,173,IMGVR_UViG_3300044639_003293,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.09,Genome fragment
IMGVR_UViG_3300010885_072117|3300010885|Ga0133913_1002423911,340,ORF6.faa,1255,1.1e-16,73.6,185,346,161,IMGVR_UViG_3300010885_072117,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.72,Genome fragment
IMGVR_UViG_3300010885_072117|3300010885|Ga0133913_1002423911,340,ORF6.faa,1255,1.1e-16,73.6,148,333,185,IMGVR_UViG_3300010885_072117,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.72,Genome fragment
IMGVR_UViG_3300017613_002893|3300017613|Ga0186781_14313141,960,ORF6.faa,1255,1.1e-16,73.6,212,385,173,IMGVR_UViG_3300017613_002893,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,30.11,Genome fragment
IMGVR_UViG_3300017613_002893|3300017613|Ga0186781_14313141,960,ORF6.faa,1255,1.1e-16,73.6,135,375,240,IMGVR_UViG_3300017613_002893,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,30.11,Genome fragment
IMGVR_UViG_3300033062_002687|3300033062|Ga0346718_10694343256,1076,ORF6.faa,1255,1.2e-16,73.4,145,300,155,IMGVR_UViG_3300033062_002687,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,76.01,Genome fragment
IMGVR_UViG_3300033062_002687|3300033062|Ga0346718_10694343256,1076,ORF6.faa,1255,1.2e-16,73.4,146,329,183,IMGVR_UViG_3300033062_002687,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,76.01,Genome fragment
IMGVR_UViG_3300032797_000779|3300032797|Ga0346507_10243960259,1075,ORF6.faa,1255,1.3e-16,73.4,145,300,155,IMGVR_UViG_3300032797_000779,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,76,Genome fragment
IMGVR_UViG_3300032797_000779|3300032797|Ga0346507_10243960259,1075,ORF6.faa,1255,1.3e-16,73.4,154,329,175,IMGVR_UViG_3300032797_000779,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,76,Genome fragment
IMGVR_UViG_3300019458_000519|3300019458|Ga0187892_1000008470,387,ORF6.faa,1255,1.4e-16,73.3,216,285,69,IMGVR_UViG_3300019458_000519,;;;;;;,r__Varidnaviria;k__Bamfordvirae;;;;;;,56.29,Genome fragment
IMGVR_UViG_3300019458_000519|3300019458|Ga0187892_1000008470,387,ORF6.faa,1255,1.4e-16,73.3,137,329,192,IMGVR_UViG_3300019458_000519,;;;;;;,r__Varidnaviria;k__Bamfordvirae;;;;;;,56.29,Genome fragment
IMGVR_UViG_3300042940_003022|3300042940|Ga0453145_0008496_6005_8581,858,ORF6.faa,1255,1.4e-16,73.3,265,400,135,IMGVR_UViG_3300042940_003022,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.43,Genome fragment
IMGVR_UViG_3300042940_003022|3300042940|Ga0453145_0008496_6005_8581,858,ORF6.faa,1255,1.4e-16,73.3,148,297,149,IMGVR_UViG_3300042940_003022,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.43,Genome fragment
IMGVR_UViG_3300042940_003022|3300042940|Ga0453145_0008496_6005_8581,858,ORF6.faa,1255,1.4e-16,73.3,190,352,162,IMGVR_UViG_3300042940_003022,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.43,Genome fragment
IMGVR_UViG_3300042940_003022|3300042940|Ga0453145_0008496_6005_8581,858,ORF6.faa,1255,1.4e-16,73.3,155,328,173,IMGVR_UViG_3300042940_003022,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;f__Phycodnaviridae;;,1.43,Genome fragment
IMGVR_UViG_3300010346_000635|3300010346|Ga0116239_1000154934,492,ORF6.faa,1255,1.4e-16,73.3,218,390,172,IMGVR_UViG_3300010346_000635,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,31.3,Genome fragment
IMGVR_UViG_3300010346_000635|3300010346|Ga0116239_1000154934,492,ORF6.faa,1255,1.4e-16,73.3,140,301,161,IMGVR_UViG_3300010346_000635,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,31.3,Genome fragment
IMGVR_UViG_3300003635_000312|3300003635|p5metav_1000967,827,ORF6.faa,1255,1.6e-16,73.1,144,391,247,IMGVR_UViG_3300003635_000312,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,13.82,Genome fragment
IMGVR_UViG_3300003635_000312|3300003635|p5metav_1000967,827,ORF6.faa,1255,1.6e-16,73.1,124,468,344,IMGVR_UViG_3300003635_000312,;;;;;;,r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;,13.82,Genome fragment
IMGVR_UViG_3300051217_000021|3300051217|Ga0495690_00553_5443_6150,236,ORF6.faa,1255,1.7e-16,73,73,299,226,IMGVR_UViG_3300051217_000021,;;;;;;,;;;;;;;,,Unsure
IMGVR_UViG_3300018410_000832|3300018410|Ga0181561_100029546,1079,ORF6.faa,1255,1.7e-16,73,227,399,172,IMGVR_UViG_3300018410_000832,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,3.09,Genome fragment
IMGVR_UViG_3300018410_000832|3300018410|Ga0181561_100029546,1079,ORF6.faa,1255,1.7e-16,73,112,386,274,IMGVR_UViG_3300018410_000832,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,3.09,Genome fragment
IMGVR_UViG_3300018410_000832|3300018410|Ga0181561_100029546,1079,ORF6.faa,1255,1.7e-16,73,151,378,227,IMGVR_UViG_3300018410_000832,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,3.09,Genome fragment
IMGVR_UViG_3300018413_000818|3300018413|Ga0181560_100074692,1079,ORF6.faa,1255,1.7e-16,73,227,399,172,IMGVR_UViG_3300018413_000818,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,2.26,Genome fragment
IMGVR_UViG_3300018413_000818|3300018413|Ga0181560_100074692,1079,ORF6.faa,1255,1.7e-16,73,112,386,274,IMGVR_UViG_3300018413_000818,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,2.26,Genome fragment
IMGVR_UViG_3300018413_000818|3300018413|Ga0181560_100074692,1079,ORF6.faa,1255,1.7e-16,73,151,378,227,IMGVR_UViG_3300018413_000818,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,2.26,Genome fragment
IMGVR_UViG_3300018416_002761|3300018416|Ga0181553_1000047512,1079,ORF6.faa,1255,1.7e-16,73,227,399,172,IMGVR_UViG_3300018416_002761,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,8.44,Genome fragment
IMGVR_UViG_3300018416_002761|3300018416|Ga0181553_1000047512,1079,ORF6.faa,1255,1.7e-16,73,112,386,274,IMGVR_UViG_3300018416_002761,;;;;;;,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;,8.44,Genome fragment
