cluster,cluster_annotation,contig,presence,gene_id,occurances
Cluster 200,"",AOIP01000022.1,1,AOIP01000022.1_20,8
Cluster 200,"",BBJN01000020.1,1,BBJN01000020.1_31,8
Cluster 200,"",NC_013748.1,1,NC_013748.1_8,8
Cluster 200,"",JDTG01000019.1,1,JDTG01000019.1_80,8
Cluster 201,"",AOIR01000042.1,1,AOIR01000042.1_31,1
Cluster 202,ORF23,AOJE01000051.1,1,AOJE01000051.1_22,1
Cluster 203,"",KX687704.1,1,KX687704.1_5,7
Cluster 203,"",KX906370.1,1,KX906370.1_86,7
Cluster 203,"",NC_015659.1,1,NC_015659.1_103,7
Cluster 203,"",AOJE01000051.1,1,AOJE01000051.1_51,7
Cluster 203,"",LOAJ01000002.1,1,LOAJ01000002.1_62,7
Cluster 203,"",CP019329.1,1,CP019329.1_81,7
Cluster 203,"",SJER01000008.1,1,SJER01000008.1_126,7
Cluster 204,"",CP101158.1,1,CP101158.1_103,1
Cluster 205,"",LOAJ01000002.1,1,LOAJ01000002.1_36,1
Cluster 206,"",CP019329.1,1,CP019329.1_74,1
Cluster 207,"",WSZK01000033.1,1,WSZK01000033.1_32,5
Cluster 207,"",AOJE01000025.1,1,AOJE01000025.1_32,5
Cluster 207,"",AOIR01000042.1,1,AOIR01000042.1_47,5
Cluster 207,"",RJJW01000001.1,1,RJJW01000001.1_34,5
Cluster 207,"",AOIO01000049.1,1,AOIO01000049.1_97,5
Cluster 208,"",FOXI01000018.1,1,FOXI01000018.1_37,2
Cluster 208,"",JAANTI010000009.1,1,JAANTI010000009.1_18,2
Cluster 209,"",LWLN01000003.1,1,LWLN01000003.1_31,1
Cluster 210,"",RJJW01000001.1,1,RJJW01000001.1_19,1
Cluster 211,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_41,3
Cluster 211,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_14,3
Cluster 211,"",AOIR01000042.1,1,AOIR01000042.1_68,3
Cluster 212,"",JAAOHU010000009.1,1,JAAOHU010000009.1_36,1
Cluster 213,"",SJER01000008.1,1,SJER01000008.1_119,1
Cluster 214,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_19,2
Cluster 214,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_37,2
Cluster 215,ORF21,QKNW01000002.1,1,QKNW01000002.1_24,19
Cluster 215,ORF21,WSZK01000033.1,1,WSZK01000033.1_25,19
Cluster 215,ORF21,RJJW01000001.1,1,RJJW01000001.1_42,19
Cluster 215,ORF21,AOJE01000025.1,1,AOJE01000025.1_37,19
Cluster 215,ORF21,LOAJ01000002.1,1,LOAJ01000002.1_48,19
Cluster 215,ORF21,CP100004.1,1,CP100004.1_15,19
Cluster 215,ORF21,AOJE01000051.1,1,AOJE01000051.1_25,19
Cluster 215,ORF21,KX687704.1,1,KX687704.1_22,19
Cluster 215,ORF21,KX906370.1,1,KX906370.1_103,19
Cluster 215,ORF21,BBJN01000020.1,1,BBJN01000020.1_43,19
Cluster 215,ORF21,CP101158.1,1,CP101158.1_88,19
Cluster 215,ORF21,Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_25,19
Cluster 215,ORF21,FOXI01000018.1,1,FOXI01000018.1_43,19
Cluster 215,ORF21,JAANTI010000009.1,1,JAANTI010000009.1_12,19
Cluster 215,ORF21,AOIO01000049.1,1,AOIO01000049.1_108,19
Cluster 215,ORF21,AOIP01000022.1,1,AOIP01000022.1_32,19
Cluster 215,ORF21,NC_013748.1,1,NC_013748.1_25,19
Cluster 215,ORF21,CP101161.1,1,CP101161.1_3065,19
Cluster 215,ORF21,JAJCVI010000002.1,1,JAJCVI010000002.1_567,19
Cluster 216,"",WSZK01000033.1,1,WSZK01000033.1_44,2
Cluster 216,"",QKNW01000002.1,1,QKNW01000002.1_4,2
Cluster 217,"",AOJE01000025.1,1,AOJE01000025.1_26,1
Cluster 218,"",NC_015659.1,1,NC_015659.1_74,1
Cluster 219,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_41,1
Cluster 220,"",JAJCVI010000007.1,1,JAJCVI010000007.1_11,6
Cluster 220,"",LWLN01000003.1,1,LWLN01000003.1_12,6
Cluster 220,"",JDTG01000019.1,1,JDTG01000019.1_79,6
Cluster 220,"",CP095494.1,1,CP095494.1_32,6
Cluster 220,"",CP031299.1,1,CP031299.1_3,6
Cluster 220,"",CP031299.1,1,CP031299.1_2,6
Cluster 221,"",AOIO01000049.1,1,AOIO01000049.1_94,1
Cluster 222,"",LWLN01000003.1,1,LWLN01000003.1_36,3
Cluster 222,"",CP031299.1,1,CP031299.1_35,3
Cluster 222,"",JDTG01000019.1,1,JDTG01000019.1_108,3
Cluster 223,"",KX687704.1,1,KX687704.1_4,1
Cluster 224,"",KX687704.1,1,KX687704.1_30,7
Cluster 224,"",KX906370.1,1,KX906370.1_111,7
Cluster 224,"",RJJW01000001.1,1,RJJW01000001.1_53,7
Cluster 224,"",AOJE01000051.1,1,AOJE01000051.1_14,7
Cluster 224,"",CP031299.1,1,CP031299.1_32,7
Cluster 224,"",CP119801.1,1,CP119801.1_23,7
Cluster 224,"",JDTG01000019.1,1,JDTG01000019.1_105,7
Cluster 225,"",AOIR01000042.1,1,AOIR01000042.1_70,1
Cluster 226,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_40,1
Cluster 227,"",AOIP01000022.1,1,AOIP01000022.1_40,1
Cluster 228,"",AOJE01000051.1,1,AOJE01000051.1_15,3
Cluster 228,"",LOAJ01000002.1,1,LOAJ01000002.1_31,3
Cluster 228,"",CP100004.1,1,CP100004.1_24,3
Cluster 229,"",CP101161.1,1,CP101161.1_3072,1
Cluster 230,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_37,7
Cluster 230,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_17,7
Cluster 230,"",Frome_NODE_383,1,Frome_NODE_383_length_24936_cov_4.316346_9,7
Cluster 230,"",CP100004.1,1,CP100004.1_6,7
Cluster 230,"",BBJN01000020.1,1,BBJN01000020.1_36,7
Cluster 230,"",FOXI01000018.1,1,FOXI01000018.1_50,7
Cluster 230,"",JAANTI010000009.1,1,JAANTI010000009.1_5,7
Cluster 231,"",NC_013748.1,1,NC_013748.1_6,2
Cluster 231,"",SJER01000008.1,1,SJER01000008.1_130,2
Cluster 232,"",CP095494.1,1,CP095494.1_60,1
Cluster 233,"",AOIR01000042.1,1,AOIR01000042.1_64,1
Cluster 234,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_8,2
Cluster 234,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_11,2
Cluster 235,"",AOLZ01000012.1,1,AOLZ01000012.1_16,3
Cluster 235,"",CP019286.1,1,CP019286.1_53,3
Cluster 235,"",WSZK01000033.1,1,WSZK01000033.1_37,3
Cluster 236,"",CP084476.1,1,CP084476.1_46,1
Cluster 237,"",FOXI01000018.1,1,FOXI01000018.1_38,2
Cluster 237,"",JAANTI010000009.1,1,JAANTI010000009.1_17,2
Cluster 238,"",JAJCVI010000002.1,1,JAJCVI010000002.1_580,1
Cluster 239,"",QKNW01000002.1,1,QKNW01000002.1_38,1
Cluster 240,"",AOIR01000042.1,1,AOIR01000042.1_36,1
Cluster 241,"",BBJN01000020.1,1,BBJN01000020.1_51,1
Cluster 242,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_46,1
Cluster 243,"",CP095494.1,1,CP095494.1_64,1
Cluster 244,"",CP101161.1,1,CP101161.1_3043,1
Cluster 245,"",QKNW01000002.1,1,QKNW01000002.1_32,2
Cluster 245,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_18,2
Cluster 246,"",AOJE01000051.1,1,AOJE01000051.1_13,1
Cluster 247,"",FNFE01000011.1,1,FNFE01000011.1_16,1
Cluster 248,"",JAJCVI010000002.1,1,JAJCVI010000002.1_554,1
Cluster 249,"",AOJE01000025.1,1,AOJE01000025.1_22,1
Cluster 250,"",CP095494.1,1,CP095494.1_24,2
Cluster 250,"",CP095494.1,1,CP095494.1_26,2
Cluster 251,"",FNFE01000011.1,1,FNFE01000011.1_51,1
Cluster 252,"",JAJCVI010000007.1,1,JAJCVI010000007.1_44,1
Cluster 253,"",CP119801.1,1,CP119801.1_18,2
Cluster 253,"",FNFE01000011.1,1,FNFE01000011.1_48,2
Cluster 254,"",CP101158.1,1,CP101158.1_99,1
Cluster 255,"",AOIP01000022.1,1,AOIP01000022.1_16,5
Cluster 255,"",JDTG01000019.1,1,JDTG01000019.1_74,5
Cluster 255,"",CP084476.1,1,CP084476.1_82,5
Cluster 255,"",LWLN01000003.1,1,LWLN01000003.1_6,5
Cluster 255,"",SJER01000008.1,1,SJER01000008.1_120,5
Cluster 256,"",AOIP01000022.1,1,AOIP01000022.1_50,1
Cluster 257,"",AOJE01000025.1,1,AOJE01000025.1_52,1
Cluster 258,"",CP099999.1,1,CP099999.1_51,2
Cluster 258,"",CP101158.1,1,CP101158.1_57,2
Cluster 259,"",RJJW01000001.1,1,RJJW01000001.1_36,7
Cluster 259,"",WSZK01000033.1,1,WSZK01000033.1_31,7
Cluster 259,"",BBJN01000020.1,1,BBJN01000020.1_37,7
Cluster 259,"",FOXI01000018.1,1,FOXI01000018.1_49,7
Cluster 259,"",JAANTI010000009.1,1,JAANTI010000009.1_6,7
Cluster 259,"",CP100004.1,1,CP100004.1_8,7
Cluster 259,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_19,7
Cluster 260,"",FNFE01000011.1,1,FNFE01000011.1_8,1
Cluster 261,"",LOAJ01000002.1,1,LOAJ01000002.1_37,1
Cluster 262,"",KX687704.1,1,KX687704.1_35,1
Cluster 263,"",AOIR01000042.1,1,AOIR01000042.1_24,1
Cluster 264,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_6,1
Cluster 265,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_36,1
Cluster 266,"",AOJE01000025.1,1,AOJE01000025.1_12,1
Cluster 267,"",AOLZ01000012.1,1,AOLZ01000012.1_18,2
Cluster 267,"",CP019286.1,1,CP019286.1_51,2
Cluster 268,"",BBJN01000020.1,1,BBJN01000020.1_59,1
Cluster 269,"",AOJE01000051.1,1,AOJE01000051.1_42,1
Cluster 270,"",CP095494.1,1,CP095494.1_59,2
Cluster 270,"",NC_013748.1,1,NC_013748.1_40,2
Cluster 271,"",CP119801.1,1,CP119801.1_46,3
Cluster 271,"",FNFE01000011.1,1,FNFE01000011.1_18,3
Cluster 271,"",CP084476.1,1,CP084476.1_79,3
Cluster 272,"",QKNW01000002.1,1,QKNW01000002.1_49,1
Cluster 273,"",RJJW01000001.1,1,RJJW01000001.1_13,1
Cluster 274,"",AOIP01000022.1,1,AOIP01000022.1_48,1
Cluster 275,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_42,1
Cluster 276,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_9,26
Cluster 276,"",AOIP01000022.1,1,AOIP01000022.1_17,26
Cluster 276,"",WSZK01000033.1,1,WSZK01000033.1_40,26
Cluster 276,"",BBJN01000020.1,1,BBJN01000020.1_27,26
Cluster 276,"",CP084476.1,1,CP084476.1_85,26
Cluster 276,"",WSZK01000033.1,1,WSZK01000033.1_39,26
Cluster 276,"",NC_013748.1,1,NC_013748.1_2,26
Cluster 276,"",LWLN01000003.1,1,LWLN01000003.1_2,26
Cluster 276,"",SRIF01000015.1,1,SRIF01000015.1_82,26
Cluster 276,"",CP119801.1,1,CP119801.1_55,26
Cluster 276,"",LWLN01000003.1,1,LWLN01000003.1_3,26
Cluster 276,"",CP101158.1,1,CP101158.1_69,26
Cluster 276,"",AOIO01000049.1,1,AOIO01000049.1_83,26
Cluster 276,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_10,26
Cluster 276,"",JAJCVI010000002.1,1,JAJCVI010000002.1_550,26
Cluster 276,"",CP095494.1,1,CP095494.1_28,26
Cluster 276,"",QKNW01000002.1,1,QKNW01000002.1_44,26
Cluster 276,"",SJER01000008.1,1,SJER01000008.1_122,26
Cluster 276,"",BBJN01000020.1,1,BBJN01000020.1_29,26
Cluster 276,"",JDTG01000019.1,1,JDTG01000019.1_71,26
Cluster 276,"",QKNW01000002.1,1,QKNW01000002.1_43,26
Cluster 276,"",BBJN01000020.1,1,BBJN01000020.1_30,26
Cluster 276,"",JAJCVI010000002.1,1,JAJCVI010000002.1_549,26
Cluster 276,"",JAJCVI010000002.1,1,JAJCVI010000002.1_548,26
Cluster 276,"",SJER01000008.1,1,SJER01000008.1_123,26
Cluster 276,"",SJER01000008.1,1,SJER01000008.1_124,26
Cluster 277,"",CP119801.1,1,CP119801.1_14,1
Cluster 278,"",JAAOHU010000009.1,1,JAAOHU010000009.1_18,1
Cluster 279,"",JAJCVI010000002.1,1,JAJCVI010000002.1_578,1
Cluster 280,"",QKNW01000002.1,1,QKNW01000002.1_14,1
Cluster 281,"",CP095494.1,1,CP095494.1_25,1
Cluster 282,"",FNFE01000011.1,1,FNFE01000011.1_6,1
Cluster 283,"",RJJW01000001.1,1,RJJW01000001.1_60,3
Cluster 283,"",CP031299.1,1,CP031299.1_42,3
Cluster 283,"",JDTG01000019.1,1,JDTG01000019.1_115,3
Cluster 284,ORF23,AOJE01000051.1,1,AOJE01000051.1_23,1
Cluster 285,"",CP099999.1,1,CP099999.1_54,1
Cluster 286,"",CP095494.1,1,CP095494.1_21,1
Cluster 287,"",AOIR01000042.1,1,AOIR01000042.1_27,1
Cluster 288,"",CP099999.1,1,CP099999.1_22,1
Cluster 289,"",JAAOHU010000009.1,1,JAAOHU010000009.1_21,1
Cluster 290,"",JAJCVI010000002.1,1,JAJCVI010000002.1_545,1
Cluster 291,"",AOJE01000025.1,1,AOJE01000025.1_24,1
Cluster 292,"",AOLZ01000012.1,1,AOLZ01000012.1_7,2
Cluster 292,"",CP019286.1,1,CP019286.1_63,2
Cluster 293,"",KX906370.1,1,KX906370.1_81,2
Cluster 293,"",LOAJ01000002.1,1,LOAJ01000002.1_67,2
Cluster 294,"",SJER01000008.1,1,SJER01000008.1_113,1
Cluster 295,"",AOIR01000042.1,1,AOIR01000042.1_40,1
Cluster 296,"",AOJE01000025.1,1,AOJE01000025.1_14,1
Cluster 297,"",CP100004.1,1,CP100004.1_26,1
Cluster 298,"",AOLZ01000012.1,1,AOLZ01000012.1_6,2
Cluster 298,"",CP019286.1,1,CP019286.1_64,2
Cluster 299,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_33,1
Cluster 300,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_1,1
Cluster 301,"",AOIO01000049.1,1,AOIO01000049.1_77,6
Cluster 301,"",AOLZ01000012.1,1,AOLZ01000012.1_12,6
Cluster 301,"",CP019286.1,1,CP019286.1_58,6
Cluster 301,"",CP084476.1,1,CP084476.1_88,6
Cluster 301,"",FNFE01000011.1,1,FNFE01000011.1_7,6
Cluster 301,"",AOIP01000022.1,1,AOIP01000022.1_12,6
Cluster 302,"",AOIO01000049.1,1,AOIO01000049.1_102,1
Cluster 303,"",CP095494.1,1,CP095494.1_56,1
Cluster 304,"",CP101158.1,1,CP101158.1_62,1
Cluster 305,"",FOXI01000018.1,1,FOXI01000018.1_27,2
Cluster 305,"",JAANTI010000009.1,1,JAANTI010000009.1_26,2
Cluster 306,"",CP084476.1,1,CP084476.1_83,6
Cluster 306,"",CP095494.1,1,CP095494.1_30,6
Cluster 306,"",CP119801.1,1,CP119801.1_53,6
Cluster 306,"",JDTG01000019.1,1,JDTG01000019.1_73,6
Cluster 306,"",LWLN01000003.1,1,LWLN01000003.1_5,6
Cluster 306,"",CP019329.1,1,CP019329.1_85,6
Cluster 307,"",FOXI01000018.1,1,FOXI01000018.1_31,2
Cluster 307,"",JAANTI010000009.1,1,JAANTI010000009.1_23,2
Cluster 308,"",BBJN01000020.1,1,BBJN01000020.1_47,1
Cluster 309,"",CP019329.1,1,CP019329.1_71,6
Cluster 309,"",CP084476.1,1,CP084476.1_65,6
Cluster 309,"",CP119801.1,1,CP119801.1_41,6
Cluster 309,"",CP095494.1,1,CP095494.1_38,6
Cluster 309,"",CP099999.1,1,CP099999.1_37,6
Cluster 309,"",FNFE01000011.1,1,FNFE01000011.1_25,6
Cluster 310,"",AOIP01000022.1,1,AOIP01000022.1_6,3
Cluster 310,"",CP084476.1,1,CP084476.1_90,3
Cluster 310,"",CP119801.1,1,CP119801.1_58,3
Cluster 311,"",AOIR01000042.1,1,AOIR01000042.1_65,1
Cluster 312,"",JAJCVI010000002.1,1,JAJCVI010000002.1_584,1
Cluster 313,"",QKNW01000002.1,1,QKNW01000002.1_11,1
Cluster 314,"",CP095494.1,1,CP095494.1_65,1
Cluster 315,"",JAAOHU010000009.1,1,JAAOHU010000009.1_37,1
Cluster 316,"",KX687704.1,1,KX687704.1_38,1
Cluster 317,"",FOXI01000018.1,1,FOXI01000018.1_51,4
Cluster 317,"",SRIF01000015.1,1,SRIF01000015.1_72,4
Cluster 317,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_17,4
Cluster 317,"",JAANTI010000009.1,1,JAANTI010000009.1_4,4
Cluster 318,"",AOIO01000049.1,1,AOIO01000049.1_93,1
Cluster 319,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_2,1
Cluster 320,"",LOAJ01000002.1,1,LOAJ01000002.1_75,1
Cluster 321,"",AOIP01000022.1,1,AOIP01000022.1_41,2
Cluster 321,"",CP095494.1,1,CP095494.1_62,2
Cluster 322,"",CP019329.1,1,CP019329.1_91,1
Cluster 323,"",LOAJ01000002.1,1,LOAJ01000002.1_63,1
Cluster 324,"",CP031299.1,1,CP031299.1_43,1
Cluster 325,"",CP084476.1,1,CP084476.1_92,1
Cluster 326,"",JAJCVI010000002.1,1,JAJCVI010000002.1_555,1
Cluster 327,"",QKNW01000002.1,1,QKNW01000002.1_12,1
Cluster 328,"",CP019286.1,1,CP019286.1_57,1
Cluster 329,"",CP084476.1,1,CP084476.1_41,1
Cluster 330,"",CP019329.1,1,CP019329.1_52,5
Cluster 330,"",AOLZ01000012.1,1,AOLZ01000012.1_39,5
Cluster 330,"",CP019286.1,1,CP019286.1_30,5
Cluster 330,"",CP084476.1,1,CP084476.1_47,5
Cluster 330,"",LWLN01000003.1,1,LWLN01000003.1_34,5
Cluster 331,"",FOXI01000018.1,1,FOXI01000018.1_30,4
Cluster 331,"",JAANTI010000009.1,1,JAANTI010000009.1_24,4
Cluster 331,"",JAJCVI010000002.1,1,JAJCVI010000002.1_577,4
Cluster 331,"",CP101161.1,1,CP101161.1_3074,4
Cluster 332,"",NC_015659.1,1,NC_015659.1_71,1
Cluster 333,"",AOIO01000049.1,1,AOIO01000049.1_114,1
Cluster 334,"",JAJCVI010000002.1,1,JAJCVI010000002.1_542,1
Cluster 335,"",SRIF01000015.1,1,SRIF01000015.1_45,1
Cluster 336,"",AOJE01000025.1,1,AOJE01000025.1_44,1
Cluster 337,"",JAAOHU010000009.1,1,JAAOHU010000009.1_5,2
Cluster 337,"",CP099999.1,1,CP099999.1_45,2
Cluster 338,"",JAAOHU010000009.1,1,JAAOHU010000009.1_35,1
Cluster 339,"",JAAOHU010000009.1,1,JAAOHU010000009.1_45,1
Cluster 340,"",CP100004.1,1,CP100004.1_32,1
Cluster 341,"",LOAJ01000002.1,1,LOAJ01000002.1_33,1
Cluster 342,"",CP101158.1,1,CP101158.1_66,1
Cluster 343,"",FNFE01000011.1,1,FNFE01000011.1_46,1
Cluster 344,"",QKNW01000002.1,1,QKNW01000002.1_13,1
Cluster 345,"",FOXI01000018.1,1,FOXI01000018.1_26,2
Cluster 345,"",JAANTI010000009.1,1,JAANTI010000009.1_27,2
Cluster 346,"",AOIP01000022.1,1,AOIP01000022.1_14,1
Cluster 347,"",AOJE01000025.1,1,AOJE01000025.1_18,1
Cluster 348,"",AOJE01000025.1,1,AOJE01000025.1_19,1
Cluster 349,"",CP031299.1,1,CP031299.1_8,1
Cluster 350,"",AOJE01000025.1,1,AOJE01000025.1_50,1
Cluster 351,"",AOIP01000022.1,1,AOIP01000022.1_49,1
Cluster 352,"",FOXI01000018.1,1,FOXI01000018.1_36,1
Cluster 353,"",WSZK01000033.1,1,WSZK01000033.1_42,1
Cluster 354,"",KX906370.1,1,KX906370.1_120,1
Cluster 355,"",AOIO01000049.1,1,AOIO01000049.1_98,14
Cluster 355,"",AOIP01000022.1,1,AOIP01000022.1_27,14
Cluster 355,"",NC_015659.1,1,NC_015659.1_93,14
Cluster 355,"",CP084476.1,1,CP084476.1_61,14
Cluster 355,"",NC_013748.1,1,NC_013748.1_20,14
Cluster 355,"",CP031299.1,1,CP031299.1_19,14
Cluster 355,"",JDTG01000019.1,1,JDTG01000019.1_92,14
Cluster 355,"",AOIR01000042.1,1,AOIR01000042.1_48,14
Cluster 355,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_27,14
Cluster 355,"",JAJCVI010000002.1,1,JAJCVI010000002.1_562,14
Cluster 355,"",AOJE01000025.1,1,AOJE01000025.1_33,14
Cluster 355,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_35,14
Cluster 355,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_19,14
Cluster 355,"",Frome_NODE_383,1,Frome_NODE_383_length_24936_cov_4.316346_11,14
Cluster 356,"",AOJE01000025.1,1,AOJE01000025.1_15,1
Cluster 357,"",CP101161.1,1,CP101161.1_3075,1
Cluster 358,"",FNFE01000011.1,1,FNFE01000011.1_47,1
Cluster 359,"",KX906370.1,1,KX906370.1_115,4
Cluster 359,"",RJJW01000001.1,1,RJJW01000001.1_55,4
Cluster 359,"",AOJE01000051.1,1,AOJE01000051.1_9,4
Cluster 359,"",QKNW01000002.1,1,QKNW01000002.1_16,4
Cluster 360,"",AOIP01000022.1,1,AOIP01000022.1_39,2
Cluster 360,"",NC_015659.1,1,NC_015659.1_79,2
Cluster 361,"",JAJCVI010000007.1,1,JAJCVI010000007.1_39,1
Cluster 362,"",JAANTI010000009.1,1,JAANTI010000009.1_30,1
Cluster 363,"",BBJN01000020.1,1,BBJN01000020.1_54,1
Cluster 364,"",CP084476.1,1,CP084476.1_43,1
Cluster 365,"",JAJCVI010000007.1,1,JAJCVI010000007.1_21,8
Cluster 365,"",JAAOHU010000009.1,1,JAAOHU010000009.1_63,8
Cluster 365,"",SJER01000008.1,1,SJER01000008.1_135,8
Cluster 365,"",SRIF01000015.1,1,SRIF01000015.1_69,8
Cluster 365,"",CP095494.1,1,CP095494.1_41,8
Cluster 365,"",CP119801.1,1,CP119801.1_38,8
Cluster 365,"",CP099999.1,1,CP099999.1_35,8
Cluster 365,"",FNFE01000011.1,1,FNFE01000011.1_29,8
Cluster 366,"",JAJCVI010000007.1,1,JAJCVI010000007.1_35,2
Cluster 366,"",JAJCVI010000007.1,1,JAJCVI010000007.1_33,2
Cluster 367,"",AOLZ01000012.1,1,AOLZ01000012.1_49,2
Cluster 367,"",CP019286.1,1,CP019286.1_20,2
Cluster 368,"",CP101158.1,1,CP101158.1_79,6
Cluster 368,"",LWLN01000003.1,1,LWLN01000003.1_18,6
Cluster 368,"",NC_013748.1,1,NC_013748.1_16,6
Cluster 368,"",NC_015659.1,1,NC_015659.1_95,6
Cluster 368,"",CP031299.1,1,CP031299.1_16,6
Cluster 368,"",JDTG01000019.1,1,JDTG01000019.1_89,6
Cluster 369,"",CP101158.1,1,CP101158.1_59,2
Cluster 369,"",CP099999.1,1,CP099999.1_50,2
Cluster 370,"",JAAOHU010000009.1,1,JAAOHU010000009.1_53,1
Cluster 371,"",LOAJ01000002.1,1,LOAJ01000002.1_41,1
Cluster 372,"",LOAJ01000002.1,1,LOAJ01000002.1_34,1
Cluster 373,"",KX906370.1,1,KX906370.1_74,2
Cluster 373,"",LOAJ01000002.1,1,LOAJ01000002.1_72,2
Cluster 374,"",LOAJ01000002.1,1,LOAJ01000002.1_43,1
Cluster 375,"",SRIF01000015.1,1,SRIF01000015.1_83,1
Cluster 376,"",CP031299.1,1,CP031299.1_33,3
Cluster 376,"",JDTG01000019.1,1,JDTG01000019.1_106,3
Cluster 376,"",LWLN01000003.1,1,LWLN01000003.1_35,3
Cluster 377,"",RJJW01000001.1,1,RJJW01000001.1_22,1
Cluster 378,"",WSZK01000033.1,1,WSZK01000033.1_10,2
Cluster 378,"",JAAOHU010000009.1,1,JAAOHU010000009.1_30,2
Cluster 379,"",CP031299.1,1,CP031299.1_39,2
Cluster 379,"",JDTG01000019.1,1,JDTG01000019.1_112,2
Cluster 380,"",RJJW01000001.1,1,RJJW01000001.1_56,1
Cluster 381,"",SRIF01000015.1,1,SRIF01000015.1_91,1
Cluster 382,"",CP099999.1,1,CP099999.1_47,1
Cluster 383,"",CP101161.1,1,CP101161.1_3050,1
Cluster 384,"",JAAOHU010000009.1,1,JAAOHU010000009.1_23,1
Cluster 385,"",JAAOHU010000009.1,1,JAAOHU010000009.1_27,1
Cluster 386,"",JAJCVI010000002.1,1,JAJCVI010000002.1_551,1
Cluster 387,"",JAJCVI010000002.1,1,JAJCVI010000002.1_553,1
Cluster 388,"",SJER01000008.1,1,SJER01000008.1_155,1
Cluster 389,"",CP101161.1,1,CP101161.1_3047,1
Cluster 390,"",CP101161.1,1,CP101161.1_3076,1
Cluster 391,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_15,1
Cluster 392,"",LOAJ01000002.1,1,LOAJ01000002.1_42,2
Cluster 392,"",JAAOHU010000009.1,1,JAAOHU010000009.1_50,2
Cluster 393,"",SRIF01000015.1,1,SRIF01000015.1_44,1
Cluster 394,"",JAAOHU010000009.1,1,JAAOHU010000009.1_17,1
Cluster 395,"",SJER01000008.1,1,SJER01000008.1_151,1
Cluster 396,"",SRIF01000015.1,1,SRIF01000015.1_43,1
Cluster 397,"",AOJE01000025.1,1,AOJE01000025.1_21,1
Cluster 398,"",AOJE01000025.1,1,AOJE01000025.1_42,1
Cluster 399,"",CP019329.1,1,CP019329.1_83,1
Cluster 400,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_33,1
Cluster 401,"",FNFE01000011.1,1,FNFE01000011.1_52,1
Cluster 402,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_38,1
Cluster 403,"",JAAOHU010000009.1,1,JAAOHU010000009.1_49,1
Cluster 404,"",KX687704.1,1,KX687704.1_27,1
Cluster 405,"",SRIF01000015.1,1,SRIF01000015.1_46,1
Cluster 406,"",BBJN01000020.1,1,BBJN01000020.1_22,1
Cluster 407,"",CP031299.1,1,CP031299.1_38,2
Cluster 407,"",JDTG01000019.1,1,JDTG01000019.1_111,2
Cluster 408,"",CP101161.1,1,CP101161.1_3083,1
Cluster 409,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_17,1
Cluster 410,"",JAJCVI010000007.1,1,JAJCVI010000007.1_31,1
Cluster 411,"",LWLN01000003.1,1,LWLN01000003.1_40,2
Cluster 411,"",NC_013748.1,1,NC_013748.1_34,2
Cluster 412,"",FNFE01000011.1,1,FNFE01000011.1_45,1
Cluster 413,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_34,1
