orf#,start,end,strand,contig,id,annot,score,evalue,aln_length
2070,2022568,2023764,TRUE,NZ_CP101161.1,NZ_CP101161.1_2070,,,,
2071,2023769,2024764,FALSE,NZ_CP101161.1,NZ_CP101161.1_2071,,,,
2072,2025114,2026127,TRUE,NZ_CP101161.1,NZ_CP101161.1_2072,,,,
2073,2026176,2027159,TRUE,NZ_CP101161.1,NZ_CP101161.1_2073,,,,
2074,2027156,2028868,TRUE,NZ_CP101161.1,NZ_CP101161.1_2074,,,,
2075,2028871,2029740,TRUE,NZ_CP101161.1,NZ_CP101161.1_2075,,,,
2076,2029917,2030597,TRUE,NZ_CP101161.1,NZ_CP101161.1_2076,,,,
2077,2030633,2031007,FALSE,NZ_CP101161.1,NZ_CP101161.1_2077,,,,
2078,2031097,2031537,TRUE,NZ_CP101161.1,NZ_CP101161.1_2078,,,,
2079,2031537,2031941,TRUE,NZ_CP101161.1,NZ_CP101161.1_2079,,,,
2080,2031968,2032624,FALSE,NZ_CP101161.1,NZ_CP101161.1_2080,,,,
2081,2032705,2033505,TRUE,NZ_CP101161.1,NZ_CP101161.1_2081,,,,
2082,2033502,2033678,FALSE,NZ_CP101161.1,NZ_CP101161.1_2082,,,,
2083,2033736,2034347,TRUE,NZ_CP101161.1,NZ_CP101161.1_2083,,,,
2084,2034344,2035195,FALSE,NZ_CP101161.1,NZ_CP101161.1_2084,,,,
2085,2035249,2035971,TRUE,NZ_CP101161.1,NZ_CP101161.1_2085,,,,
2086,2036020,2036904,TRUE,NZ_CP101161.1,NZ_CP101161.1_2086,,,,
2087,2037011,2038612,TRUE,NZ_CP101161.1,NZ_CP101161.1_2087,,,,
2088,2038659,2038862,TRUE,NZ_CP101161.1,NZ_CP101161.1_2088,,,,
2089,2038948,2041299,FALSE,NZ_CP101161.1,NZ_CP101161.1_2089,,,,
2090,2041400,2041792,TRUE,NZ_CP101161.1,NZ_CP101161.1_2090,,,,
2091,2041877,2042296,FALSE,NZ_CP101161.1,NZ_CP101161.1_2091,,,,
2092,2042693,2043289,TRUE,NZ_CP101161.1,NZ_CP101161.1_2092,,,,
2093,2043413,2044687,TRUE,NZ_CP101161.1,NZ_CP101161.1_2093,,,,
2094,2044747,2045691,TRUE,NZ_CP101161.1,NZ_CP101161.1_2094,,,,
2095,2045826,2046491,FALSE,NZ_CP101161.1,NZ_CP101161.1_2095,,,,
2096,2046516,2046998,FALSE,NZ_CP101161.1,NZ_CP101161.1_2096,,,,
2097,2046995,2047927,FALSE,NZ_CP101161.1,NZ_CP101161.1_2097,,,,
2098,2047967,2048509,FALSE,NZ_CP101161.1,NZ_CP101161.1_2098,,,,
2099,2048563,2048874,FALSE,NZ_CP101161.1,NZ_CP101161.1_2099,,,,
2100,2048978,2049814,TRUE,NZ_CP101161.1,NZ_CP101161.1_2100,,,,
2101,2049920,2050957,TRUE,NZ_CP101161.1,NZ_CP101161.1_2101,,,,
2102,2050958,2051671,FALSE,NZ_CP101161.1,NZ_CP101161.1_2102,,,,
2103,2051757,2051948,FALSE,NZ_CP101161.1,NZ_CP101161.1_2103,,,,
2104,2051976,2052542,FALSE,NZ_CP101161.1,NZ_CP101161.1_2104,,,,
2105,2052900,2053769,TRUE,NZ_CP101161.1,NZ_CP101161.1_2105,,,,
2106,2053810,2054784,TRUE,NZ_CP101161.1,NZ_CP101161.1_2106,,,,
2107,2054788,2055534,TRUE,NZ_CP101161.1,NZ_CP101161.1_2107,,,,
2108,2055531,2055779,TRUE,NZ_CP101161.1,NZ_CP101161.1_2108,,,,
2109,2055782,2056519,TRUE,NZ_CP101161.1,NZ_CP101161.1_2109,,,,
2110,2056516,2056938,TRUE,NZ_CP101161.1,NZ_CP101161.1_2110,,,,
2111,2056940,2057401,TRUE,NZ_CP101161.1,NZ_CP101161.1_2111,,,,
2112,2057401,2058399,TRUE,NZ_CP101161.1,NZ_CP101161.1_2112,,,,
2113,2058399,2058656,TRUE,NZ_CP101161.1,NZ_CP101161.1_2113,,,,
2114,2058659,2058937,TRUE,NZ_CP101161.1,NZ_CP101161.1_2114,,,,
2115,2058928,2059254,TRUE,NZ_CP101161.1,NZ_CP101161.1_2115,,,,
2116,2059254,2059652,TRUE,NZ_CP101161.1,NZ_CP101161.1_2116,,,,
2117,2059655,2060008,TRUE,NZ_CP101161.1,NZ_CP101161.1_2117,,,,
2118,2060005,2060706,TRUE,NZ_CP101161.1,NZ_CP101161.1_2118,,,,
2119,2060693,2061229,TRUE,NZ_CP101161.1,NZ_CP101161.1_2119,,,,
2120,2061226,2061402,TRUE,NZ_CP101161.1,NZ_CP101161.1_2120,,,,
2121,2061405,2061797,TRUE,NZ_CP101161.1,NZ_CP101161.1_2121,,,,
2122,2061800,2062333,TRUE,NZ_CP101161.1,NZ_CP101161.1_2122,,,,
2123,2062333,2063139,TRUE,NZ_CP101161.1,NZ_CP101161.1_2123,,,,
2124,2063136,2063576,TRUE,NZ_CP101161.1,NZ_CP101161.1_2124,,,,
2125,2063579,2064136,TRUE,NZ_CP101161.1,NZ_CP101161.1_2125,,,,
2126,2064129,2064764,TRUE,NZ_CP101161.1,NZ_CP101161.1_2126,,,,
2127,2064764,2065228,TRUE,NZ_CP101161.1,NZ_CP101161.1_2127,,,,
2128,2065228,2065722,TRUE,NZ_CP101161.1,NZ_CP101161.1_2128,,,,
2129,2065722,2067233,TRUE,NZ_CP101161.1,NZ_CP101161.1_2129,,,,
2130,2067297,2067683,TRUE,NZ_CP101161.1,NZ_CP101161.1_2130,,,,
2131,2067862,2068164,TRUE,NZ_CP101161.1,NZ_CP101161.1_2131,,,,
2132,2068158,2069096,FALSE,NZ_CP101161.1,NZ_CP101161.1_2132,,,,
2133,2069373,2070362,TRUE,NZ_CP101161.1,NZ_CP101161.1_2133,,,,
2134,2070418,2071749,TRUE,NZ_CP101161.1,NZ_CP101161.1_2134,,,,
2135,2071746,2073230,TRUE,NZ_CP101161.1,NZ_CP101161.1_2135,,,,
2136,2073252,2074871,TRUE,NZ_CP101161.1,NZ_CP101161.1_2136,,,,
2137,2074936,2075763,TRUE,NZ_CP101161.1,NZ_CP101161.1_2137,,,,
2138,2075803,2076834,TRUE,NZ_CP101161.1,NZ_CP101161.1_2138,,,,
2139,2076831,2078756,FALSE,NZ_CP101161.1,NZ_CP101161.1_2139,,,,
2140,2078855,2079250,FALSE,NZ_CP101161.1,NZ_CP101161.1_2140,,,,
2141,2079421,2081064,FALSE,NZ_CP101161.1,NZ_CP101161.1_2141,,,,
2142,2081152,2081496,FALSE,NZ_CP101161.1,NZ_CP101161.1_2142,,,,
2143,2081506,2082495,FALSE,NZ_CP101161.1,NZ_CP101161.1_2143,,,,
2144,2082549,2083568,FALSE,NZ_CP101161.1,NZ_CP101161.1_2144,,,,
2145,2083565,2084593,FALSE,NZ_CP101161.1,NZ_CP101161.1_2145,,,,
2146,2084624,2085508,FALSE,NZ_CP101161.1,NZ_CP101161.1_2146,,,,
2147,2085542,2085886,FALSE,NZ_CP101161.1,NZ_CP101161.1_2147,,,,
2148,2086037,2087194,TRUE,NZ_CP101161.1,NZ_CP101161.1_2148,,,,
2149,2087242,2087850,TRUE,NZ_CP101161.1,NZ_CP101161.1_2149,,,,
2150,2087843,2088490,TRUE,NZ_CP101161.1,NZ_CP101161.1_2150,,,,
2151,2088625,2089446,TRUE,NZ_CP101161.1,NZ_CP101161.1_2151,,,,
2152,2089505,2090176,TRUE,NZ_CP101161.1,NZ_CP101161.1_2152,,,,
2153,2090173,2090658,FALSE,NZ_CP101161.1,NZ_CP101161.1_2153,,,,
2154,2090950,2092194,TRUE,NZ_CP101161.1,NZ_CP101161.1_2154,,,,
2155,2092194,2093084,TRUE,NZ_CP101161.1,NZ_CP101161.1_2155,,,,
2156,2093085,2093444,FALSE,NZ_CP101161.1,NZ_CP101161.1_2156,,,,
2157,2093562,2093840,FALSE,NZ_CP101161.1,NZ_CP101161.1_2157,,,,
2158,2093886,2094980,FALSE,NZ_CP101161.1,NZ_CP101161.1_2158,,,,
2159,2095076,2096353,TRUE,NZ_CP101161.1,NZ_CP101161.1_2159,,,,
2160,2096344,2097210,TRUE,NZ_CP101161.1,NZ_CP101161.1_2160,,,,
2161,2097241,2098086,TRUE,NZ_CP101161.1,NZ_CP101161.1_2161,,,,
2162,2098149,2099075,TRUE,NZ_CP101161.1,NZ_CP101161.1_2162,,,,
2163,2099072,2099569,FALSE,NZ_CP101161.1,NZ_CP101161.1_2163,,,,
2164,2099660,2100712,TRUE,NZ_CP101161.1,NZ_CP101161.1_2164,,,,
2165,2100709,2102811,FALSE,NZ_CP101161.1,NZ_CP101161.1_2165,,,,
2166,2102908,2103471,TRUE,NZ_CP101161.1,NZ_CP101161.1_2166,,,,
2167,2103510,2104082,TRUE,NZ_CP101161.1,NZ_CP101161.1_2167,,,,
2168,2104141,2106564,TRUE,NZ_CP101161.1,NZ_CP101161.1_2168,,,,
2169,2106608,2107177,TRUE,NZ_CP101161.1,NZ_CP101161.1_2169,,,,
2170,2107559,2107753,TRUE,NZ_CP101161.1,NZ_CP101161.1_2170,,,,
2171,2107754,2107906,FALSE,NZ_CP101161.1,NZ_CP101161.1_2171,,,,
2172,2108156,2109352,FALSE,NZ_CP101161.1,NZ_CP101161.1_2172,,,,
2173,2109463,2109678,TRUE,NZ_CP101161.1,NZ_CP101161.1_2173,,,,
2174,2109719,2109976,TRUE,NZ_CP101161.1,NZ_CP101161.1_2174,,,,
2175,2109984,2110652,FALSE,NZ_CP101161.1,NZ_CP101161.1_2175,,,,
2176,2110684,2110986,FALSE,NZ_CP101161.1,NZ_CP101161.1_2176,,,,
2177,2111040,2111390,FALSE,NZ_CP101161.1,NZ_CP101161.1_2177,,,,
2178,2111461,2113104,FALSE,NZ_CP101161.1,NZ_CP101161.1_2178,,,,
2179,2113192,2115234,FALSE,NZ_CP101161.1,NZ_CP101161.1_2179,,,,
2180,2115227,2117221,FALSE,NZ_CP101161.1,NZ_CP101161.1_2180,,,,
2181,2117361,2119406,FALSE,NZ_CP101161.1,NZ_CP101161.1_2181,,,,
2182,2119403,2121556,FALSE,NZ_CP101161.1,NZ_CP101161.1_2182,,,,
2183,2121553,2123424,FALSE,NZ_CP101161.1,NZ_CP101161.1_2183,,,,
2184,2123549,2124343,FALSE,NZ_CP101161.1,NZ_CP101161.1_2184,,,,
2185,2124432,2124944,TRUE,NZ_CP101161.1,NZ_CP101161.1_2185,,,,
2186,2124946,2125776,FALSE,NZ_CP101161.1,NZ_CP101161.1_2186,,,,
2187,2125831,2126733,FALSE,NZ_CP101161.1,NZ_CP101161.1_2187,,,,
2188,2126730,2128286,FALSE,NZ_CP101161.1,NZ_CP101161.1_2188,,,,
2189,2128375,2129061,FALSE,NZ_CP101161.1,NZ_CP101161.1_2189,,,,
2190,2129171,2129827,TRUE,NZ_CP101161.1,NZ_CP101161.1_2190,,,,
2191,2129827,2130405,TRUE,NZ_CP101161.1,NZ_CP101161.1_2191,,,,
2192,2130450,2130878,TRUE,NZ_CP101161.1,NZ_CP101161.1_2192,,,,
2193,2130939,2133227,TRUE,NZ_CP101161.1,NZ_CP101161.1_2193,,,,
2194,2133303,2133668,FALSE,NZ_CP101161.1,NZ_CP101161.1_2194,,,,
2195,2133818,2135044,TRUE,NZ_CP101161.1,NZ_CP101161.1_2195,,,,
2196,2135045,2135338,FALSE,NZ_CP101161.1,NZ_CP101161.1_2196,,,,
2197,2135423,2135695,FALSE,NZ_CP101161.1,NZ_CP101161.1_2197,,,,
2198,2135739,2136125,FALSE,NZ_CP101161.1,NZ_CP101161.1_2198,,,,
2199,2136264,2137583,TRUE,NZ_CP101161.1,NZ_CP101161.1_2199,,,,
2200,2137854,2138807,TRUE,NZ_CP101161.1,NZ_CP101161.1_2200,,,,
2201,2138895,2139092,TRUE,NZ_CP101161.1,NZ_CP101161.1_2201,,,,
2202,2139147,2140001,FALSE,NZ_CP101161.1,NZ_CP101161.1_2202,,,,
2203,2140027,2140905,FALSE,NZ_CP101161.1,NZ_CP101161.1_2203,,,,
2204,2140902,2142407,FALSE,NZ_CP101161.1,NZ_CP101161.1_2204,,,,
2205,2142499,2143272,TRUE,NZ_CP101161.1,NZ_CP101161.1_2205,,,,
2206,2143342,2144025,TRUE,NZ_CP101161.1,NZ_CP101161.1_2206,,,,
2207,2144094,2144948,TRUE,NZ_CP101161.1,NZ_CP101161.1_2207,,,,
2208,2144951,2146402,FALSE,NZ_CP101161.1,NZ_CP101161.1_2208,,,,
2209,2146399,2146875,FALSE,NZ_CP101161.1,NZ_CP101161.1_2209,,,,
2210,2146916,2147404,FALSE,NZ_CP101161.1,NZ_CP101161.1_2210,,,,
2211,2147523,2148200,TRUE,NZ_CP101161.1,NZ_CP101161.1_2211,,,,
2212,2148195,2148959,FALSE,NZ_CP101161.1,NZ_CP101161.1_2212,,,,
2213,2148999,2149808,FALSE,NZ_CP101161.1,NZ_CP101161.1_2213,,,,
2214,2149814,2150191,FALSE,NZ_CP101161.1,NZ_CP101161.1_2214,,,,
2215,2150253,2150477,FALSE,NZ_CP101161.1,NZ_CP101161.1_2215,,,,
2216,2150542,2151603,FALSE,NZ_CP101161.1,NZ_CP101161.1_2216,,,,
2217,2151641,2153398,FALSE,NZ_CP101161.1,NZ_CP101161.1_2217,,,,
2218,2153501,2155162,FALSE,NZ_CP101161.1,NZ_CP101161.1_2218,,,,
2219,2155165,2155521,FALSE,NZ_CP101161.1,NZ_CP101161.1_2219,,,,
2220,2155624,2156490,TRUE,NZ_CP101161.1,NZ_CP101161.1_2220,,,,
2221,2156857,2158800,TRUE,NZ_CP101161.1,NZ_CP101161.1_2221,,,,
2222,2158901,2159365,FALSE,NZ_CP101161.1,NZ_CP101161.1_2222,,,,
2223,2159441,2159677,FALSE,NZ_CP101161.1,NZ_CP101161.1_2223,,,,
2224,2159674,2160327,FALSE,NZ_CP101161.1,NZ_CP101161.1_2224,,,,
2225,2160391,2160678,TRUE,NZ_CP101161.1,NZ_CP101161.1_2225,,,,
2226,2160679,2161722,FALSE,NZ_CP101161.1,NZ_CP101161.1_2226,,,,
2227,2161891,2162892,TRUE,NZ_CP101161.1,NZ_CP101161.1_2227,,,,
2228,2162900,2164078,FALSE,NZ_CP101161.1,NZ_CP101161.1_2228,,,,
2229,2164187,2165188,TRUE,NZ_CP101161.1,NZ_CP101161.1_2229,,,,
2230,2165432,2166709,TRUE,NZ_CP101161.1,NZ_CP101161.1_2230,,,,
2231,2166764,2167372,FALSE,NZ_CP101161.1,NZ_CP101161.1_2231,,,,
2232,2167539,2168708,TRUE,NZ_CP101161.1,NZ_CP101161.1_2232,,,,
2233,2168759,2169142,TRUE,NZ_CP101161.1,NZ_CP101161.1_2233,,,,
2234,2169212,2170153,TRUE,NZ_CP101161.1,NZ_CP101161.1_2234,,,,
2235,2170249,2170500,TRUE,NZ_CP101161.1,NZ_CP101161.1_2235,,,,
2236,2170724,2170918,FALSE,NZ_CP101161.1,NZ_CP101161.1_2236,,,,
2237,2171611,2171889,FALSE,NZ_CP101161.1,NZ_CP101161.1_2237,,,,
2238,2172100,2172363,FALSE,NZ_CP101161.1,NZ_CP101161.1_2238,,,,
2239,2172467,2173579,TRUE,NZ_CP101161.1,NZ_CP101161.1_2239,,,,
2240,2173639,2174670,FALSE,NZ_CP101161.1,NZ_CP101161.1_2240,,,,
2241,2174774,2175736,TRUE,NZ_CP101161.1,NZ_CP101161.1_2241,,,,
2242,2175815,2176654,TRUE,NZ_CP101161.1,NZ_CP101161.1_2242,,,,
2243,2176705,2177412,TRUE,NZ_CP101161.1,NZ_CP101161.1_2243,,,,
2244,2177409,2177921,TRUE,NZ_CP101161.1,NZ_CP101161.1_2244,,,,
2245,2177953,2178276,TRUE,NZ_CP101161.1,NZ_CP101161.1_2245,,,,
2246,2178833,2180119,TRUE,NZ_CP101161.1,NZ_CP101161.1_2246,,,,
2247,2180504,2181769,FALSE,NZ_CP101161.1,NZ_CP101161.1_2247,,,,
2248,2181907,2182665,TRUE,NZ_CP101161.1,NZ_CP101161.1_2248,,,,
2249,2182693,2183469,FALSE,NZ_CP101161.1,NZ_CP101161.1_2249,,,,
2250,2183604,2185358,TRUE,NZ_CP101161.1,NZ_CP101161.1_2250,,,,
2251,2185461,2186888,TRUE,NZ_CP101161.1,NZ_CP101161.1_2251,,,,
2252,2187028,2188125,TRUE,NZ_CP101161.1,NZ_CP101161.1_2252,,,,
2253,2188226,2188948,FALSE,NZ_CP101161.1,NZ_CP101161.1_2253,,,,
2254,2189675,2190181,FALSE,NZ_CP101161.1,NZ_CP101161.1_2254,,,,
2255,2190181,2190615,FALSE,NZ_CP101161.1,NZ_CP101161.1_2255,,,,
2256,2190930,2191520,FALSE,NZ_CP101161.1,NZ_CP101161.1_2256,,,,
2257,2191620,2192006,TRUE,NZ_CP101161.1,NZ_CP101161.1_2257,,,,
2258,2192105,2192254,TRUE,NZ_CP101161.1,NZ_CP101161.1_2258,,,,
2259,2192314,2192559,TRUE,NZ_CP101161.1,NZ_CP101161.1_2259,,,,
2260,2192565,2192816,TRUE,NZ_CP101161.1,NZ_CP101161.1_2260,,,,
2261,2192830,2193162,FALSE,NZ_CP101161.1,NZ_CP101161.1_2261,,,,
2262,2193159,2193353,FALSE,NZ_CP101161.1,NZ_CP101161.1_2262,,,,
2263,2193350,2193541,FALSE,NZ_CP101161.1,NZ_CP101161.1_2263,,,,
2264,2193682,2194077,TRUE,NZ_CP101161.1,NZ_CP101161.1_2264,,,,
2265,2194079,2194303,TRUE,NZ_CP101161.1,NZ_CP101161.1_2265,,,,
2266,2194300,2194794,TRUE,NZ_CP101161.1,NZ_CP101161.1_2266,,,,
2267,2194798,2196636,TRUE,NZ_CP101161.1,NZ_CP101161.1_2267,,,,
2268,2196667,2197242,TRUE,NZ_CP101161.1,NZ_CP101161.1_2268,,,,
2269,2197239,2198042,TRUE,NZ_CP101161.1,NZ_CP101161.1_2269,,,,
2270,2198032,2198238,TRUE,NZ_CP101161.1,NZ_CP101161.1_2270,,,,
2271,2198235,2199347,TRUE,NZ_CP101161.1,NZ_CP101161.1_2271,,,,
2272,2199552,2199725,FALSE,NZ_CP101161.1,NZ_CP101161.1_2272,,,,
2273,2199821,2200489,FALSE,NZ_CP101161.1,NZ_CP101161.1_2273,,,,
2274,2200829,2200957,FALSE,NZ_CP101161.1,NZ_CP101161.1_2274,,,,
2275,2200954,2201199,FALSE,NZ_CP101161.1,NZ_CP101161.1_2275,,,,
2276,2201196,2201813,FALSE,NZ_CP101161.1,NZ_CP101161.1_2276,,,,
2277,2201983,2202081,FALSE,NZ_CP101161.1,NZ_CP101161.1_2277,,,,
2278,2202221,2202541,FALSE,NZ_CP101161.1,NZ_CP101161.1_2278,,,,
2279,2202538,2202933,FALSE,NZ_CP101161.1,NZ_CP101161.1_2279,,,,
2280,2203252,2204118,FALSE,NZ_CP101161.1,NZ_CP101161.1_2280,,,,
2281,2204121,2204696,FALSE,NZ_CP101161.1,NZ_CP101161.1_2281,,,,
2282,2204767,2205651,FALSE,NZ_CP101161.1,NZ_CP101161.1_2282,,,,
2283,2205687,2206073,FALSE,NZ_CP101161.1,NZ_CP101161.1_2283,,,,
2284,2206076,2206357,FALSE,NZ_CP101161.1,NZ_CP101161.1_2284,,,,
2285,2206430,2207077,FALSE,NZ_CP101161.1,NZ_CP101161.1_2285,,,,
2286,2207138,2207791,TRUE,NZ_CP101161.1,NZ_CP101161.1_2286,,,,
2287,2207832,2208185,TRUE,NZ_CP101161.1,NZ_CP101161.1_2287,,,,
2288,2208220,2209797,TRUE,NZ_CP101161.1,NZ_CP101161.1_2288,,,,
2289,2209881,2210699,TRUE,NZ_CP101161.1,NZ_CP101161.1_2289,,,,
2290,2210732,2211415,TRUE,NZ_CP101161.1,NZ_CP101161.1_2290,,,,
2291,2211412,2211744,FALSE,NZ_CP101161.1,NZ_CP101161.1_2291,,,,
2292,2211847,2213028,TRUE,NZ_CP101161.1,NZ_CP101161.1_2292,,,,
2293,2213029,2213343,FALSE,NZ_CP101161.1,NZ_CP101161.1_2293,,,,
2294,2213557,2214474,FALSE,NZ_CP101161.1,NZ_CP101161.1_2294,,,,
2295,2214474,2216126,FALSE,NZ_CP101161.1,NZ_CP101161.1_2295,,,,
2296,2216411,2216827,TRUE,NZ_CP101161.1,NZ_CP101161.1_2296,,,,
2297,2216824,2219079,TRUE,NZ_CP101161.1,NZ_CP101161.1_2297,,,,
2298,2219073,2219669,FALSE,NZ_CP101161.1,NZ_CP101161.1_2298,,,,
2299,2219753,2220070,TRUE,NZ_CP101161.1,NZ_CP101161.1_2299,,,,
2300,2220072,2220617,FALSE,NZ_CP101161.1,NZ_CP101161.1_2300,,,,
2301,2220653,2221135,FALSE,NZ_CP101161.1,NZ_CP101161.1_2301,,,,
2302,2221192,2222229,TRUE,NZ_CP101161.1,NZ_CP101161.1_2302,,,,
2303,2222232,2222555,TRUE,NZ_CP101161.1,NZ_CP101161.1_2303,,,,
2304,2222534,2222779,TRUE,NZ_CP101161.1,NZ_CP101161.1_2304,,,,
2305,2222942,2223166,TRUE,NZ_CP101161.1,NZ_CP101161.1_2305,,,,
2306,2223261,2223950,FALSE,NZ_CP101161.1,NZ_CP101161.1_2306,,,,
2307,2224055,2224633,FALSE,NZ_CP101161.1,NZ_CP101161.1_2307,,,,
2308,2224704,2225900,FALSE,NZ_CP101161.1,NZ_CP101161.1_2308,,,,
2309,2225893,2227293,FALSE,NZ_CP101161.1,NZ_CP101161.1_2309,,,,
2310,2227347,2228054,FALSE,NZ_CP101161.1,NZ_CP101161.1_2310,,,,
2311,2228145,2229185,TRUE,NZ_CP101161.1,NZ_CP101161.1_2311,,,,
2312,2229182,2230234,TRUE,NZ_CP101161.1,NZ_CP101161.1_2312,,,,
2313,2230266,2230562,TRUE,NZ_CP101161.1,NZ_CP101161.1_2313,,,,
2314,2230559,2230972,FALSE,NZ_CP101161.1,NZ_CP101161.1_2314,,,,
2315,2231075,2232142,TRUE,NZ_CP101161.1,NZ_CP101161.1_2315,,,,
2316,2232160,2232561,FALSE,NZ_CP101161.1,NZ_CP101161.1_2316,,,,
2317,2232611,2233156,FALSE,NZ_CP101161.1,NZ_CP101161.1_2317,,,,
2318,2233206,2233427,FALSE,NZ_CP101161.1,NZ_CP101161.1_2318,,,,
2319,2233547,2234269,TRUE,NZ_CP101161.1,NZ_CP101161.1_2319,,,,
2320,2234519,2237824,FALSE,NZ_CP101161.1,NZ_CP101161.1_2320,,,,
2321,2237939,2239330,FALSE,NZ_CP101161.1,NZ_CP101161.1_2321,,,,
2322,2239413,2239919,FALSE,NZ_CP101161.1,NZ_CP101161.1_2322,,,,
2323,2240080,2241435,FALSE,NZ_CP101161.1,NZ_CP101161.1_2323,,,,
2324,2241428,2242648,FALSE,NZ_CP101161.1,NZ_CP101161.1_2324,,,,
2325,2242649,2243764,FALSE,NZ_CP101161.1,NZ_CP101161.1_2325,,,,
2326,2243765,2244796,FALSE,NZ_CP101161.1,NZ_CP101161.1_2326,,,,
2327,2244826,2246403,FALSE,NZ_CP101161.1,NZ_CP101161.1_2327,,,,
2328,2246583,2246816,FALSE,NZ_CP101161.1,NZ_CP101161.1_2328,,,,
2329,2246949,2247479,FALSE,NZ_CP101161.1,NZ_CP101161.1_2329,,,,
2330,2247607,2248401,FALSE,NZ_CP101161.1,NZ_CP101161.1_2330,,,,
2331,2248402,2248821,FALSE,NZ_CP101161.1,NZ_CP101161.1_2331,,,,
2332,2248869,2250110,FALSE,NZ_CP101161.1,NZ_CP101161.1_2332,,,,
2333,2250267,2250863,TRUE,NZ_CP101161.1,NZ_CP101161.1_2333,,,,
2334,2250870,2252234,FALSE,NZ_CP101161.1,NZ_CP101161.1_2334,,,,
2335,2252340,2252921,TRUE,NZ_CP101161.1,NZ_CP101161.1_2335,,,,
2336,2252982,2255660,TRUE,NZ_CP101161.1,NZ_CP101161.1_2336,,,,
2337,2255790,2257748,TRUE,NZ_CP101161.1,NZ_CP101161.1_2337,,,,
2338,2257843,2258304,TRUE,NZ_CP101161.1,NZ_CP101161.1_2338,,,,
2339,2258368,2259705,TRUE,NZ_CP101161.1,NZ_CP101161.1_2339,,,,
2340,2259693,2260517,FALSE,NZ_CP101161.1,NZ_CP101161.1_2340,,,,
2341,2260615,2261457,TRUE,NZ_CP101161.1,NZ_CP101161.1_2341,,,,
2342,2261488,2261721,TRUE,NZ_CP101161.1,NZ_CP101161.1_2342,,,,
2343,2261742,2262452,FALSE,NZ_CP101161.1,NZ_CP101161.1_2343,,,,
2344,2262566,2263222,TRUE,NZ_CP101161.1,NZ_CP101161.1_2344,,,,
2345,2263223,2263918,TRUE,NZ_CP101161.1,NZ_CP101161.1_2345,,,,
2346,2263915,2264397,TRUE,NZ_CP101161.1,NZ_CP101161.1_2346,,,,
2347,2264398,2264967,FALSE,NZ_CP101161.1,NZ_CP101161.1_2347,,,,
2348,2265016,2265618,FALSE,NZ_CP101161.1,NZ_CP101161.1_2348,,,,
2349,2265664,2266110,FALSE,NZ_CP101161.1,NZ_CP101161.1_2349,,,,
2350,2266246,2266647,TRUE,NZ_CP101161.1,NZ_CP101161.1_2350,,,,
2351,2266706,2268193,TRUE,NZ_CP101161.1,NZ_CP101161.1_2351,,,,
2352,2268194,2269138,FALSE,NZ_CP101161.1,NZ_CP101161.1_2352,,,,
2353,2269135,2269878,FALSE,NZ_CP101161.1,NZ_CP101161.1_2353,,,,
2354,2269875,2270555,FALSE,NZ_CP101161.1,NZ_CP101161.1_2354,,,,
2355,2270555,2271340,FALSE,NZ_CP101161.1,NZ_CP101161.1_2355,,,,
2356,2271440,2273683,FALSE,NZ_CP101161.1,NZ_CP101161.1_2356,,,,
2357,2273810,2274721,TRUE,NZ_CP101161.1,NZ_CP101161.1_2357,,,,
2358,2274782,2275606,TRUE,NZ_CP101161.1,NZ_CP101161.1_2358,,,,
2359,2275688,2275966,TRUE,NZ_CP101161.1,NZ_CP101161.1_2359,,,,
2360,2275935,2276336,TRUE,NZ_CP101161.1,NZ_CP101161.1_2360,,,,
2361,2276333,2276737,FALSE,NZ_CP101161.1,NZ_CP101161.1_2361,,,,
2362,2276860,2278050,FALSE,NZ_CP101161.1,NZ_CP101161.1_2362,,,,
2363,2278165,2279175,FALSE,NZ_CP101161.1,NZ_CP101161.1_2363,,,,
2364,2279202,2279351,FALSE,NZ_CP101161.1,NZ_CP101161.1_2364,,,,
2365,2279624,2280085,FALSE,NZ_CP101161.1,NZ_CP101161.1_2365,,,,
2366,2280082,2280549,FALSE,NZ_CP101161.1,NZ_CP101161.1_2366,,,,
2367,2280802,2281059,TRUE,NZ_CP101161.1,NZ_CP101161.1_2367,,,,
2368,2281056,2281637,TRUE,NZ_CP101161.1,NZ_CP101161.1_2368,,,,
2369,2281797,2282426,TRUE,NZ_CP101161.1,NZ_CP101161.1_2369,,,,
2370,2282423,2282632,FALSE,NZ_CP101161.1,NZ_CP101161.1_2370,,,,
2371,2282658,2284538,FALSE,NZ_CP101161.1,NZ_CP101161.1_2371,,,,
2372,2284528,2285733,FALSE,NZ_CP101161.1,NZ_CP101161.1_2372,,,,
2373,2285763,2286086,FALSE,NZ_CP101161.1,NZ_CP101161.1_2373,,,,
2374,2286174,2287007,FALSE,NZ_CP101161.1,NZ_CP101161.1_2374,,,,
2375,2287045,2287440,FALSE,NZ_CP101161.1,NZ_CP101161.1_2375,,,,
2376,2287611,2289386,TRUE,NZ_CP101161.1,NZ_CP101161.1_2376,,,,
2377,2289430,2289615,TRUE,NZ_CP101161.1,NZ_CP101161.1_2377,,,,
2378,2289687,2290082,TRUE,NZ_CP101161.1,NZ_CP101161.1_2378,,,,
2379,2290089,2290820,TRUE,NZ_CP101161.1,NZ_CP101161.1_2379,,,,
